date,rainfall_mm
2013-04-22,2.900
2013-04-23,11.400
2013-04-24,9.000
2013-04-25,4.300
2013-04-26,5.000
2013-04-27,3.500
2013-04-28,8.200
2013-04-29,0.800
2013-04-30,0.000
2013-05-01,0.400
2013-05-02,0.100
2013-05-03,22.900
2013-05-04,0.500
2013-05-05,1.300
2013-05-06,0.000
2013-05-07,2.700
2013-05-08,5.800
2013-05-09,21.400
2013-05-10,11.500
2013-05-11,16.300
2013-05-12,10.900
2013-05-13,3.900
2013-05-14,0.000
2013-05-15,2.100
2013-05-16,0.700
2013-05-17,16.200
2013-05-18,17.900
2013-05-19,6.900
2013-05-20,0.000
2013-05-21,0.000
2013-05-22,0.400
2013-05-23,3.200
2013-05-24,0.800
2013-05-25,0.000
2013-05-26,9.100
2013-05-27,33.900
2013-05-28,5.800
2013-05-29,0.600
2013-05-30,0.000
2013-05-31,0.000
2013-06-01,0.000
2013-06-02,0.000
2013-06-03,0.000
2013-06-04,0.000
2013-06-05,0.000
2013-06-06,0.000
2013-06-07,0.000
2013-06-08,0.000
2013-06-09,0.000
2013-06-10,0.100
2013-06-11,8.100
2013-06-12,6.500
2013-06-13,1.600
2013-06-14,12.600
2013-06-15,9.300
2013-06-16,1.200
2013-06-17,0.000
2013-06-18,0.000
2013-06-19,0.000
2013-06-20,4.600
2013-06-21,14.800
2013-06-22,18.000
2013-06-23,1.200
2013-06-24,0.000
2013-06-25,0.000
2013-06-26,0.000
2013-06-27,15.500
2013-06-28,11.500
2013-06-29,0.200
2013-06-30,3.800
2013-07-01,0.800
2013-07-02,9.800
2013-07-03,5.600
2013-07-04,1.000
2013-07-05,0.000
2013-07-06,0.000
2013-07-07,0.000
2013-07-08,0.000
2013-07-09,0.000
2013-07-10,0.000
2013-07-11,0.000
2013-07-12,0.000
2013-07-13,0.000
2013-07-14,0.000
2013-07-15,0.000
2013-07-16,0.000
2013-07-17,0.000
2013-07-18,0.000
2013-07-19,0.000
2013-07-20,0.000
2013-07-21,0.000
2013-07-22,11.200
2013-07-23,12.300
2013-07-24,13.700
2013-07-25,1.300
2013-07-26,0.000
2013-07-27,47.900
2013-07-28,37.800
2013-07-29,4.000
2013-07-30,6.000
2013-07-31,45.500
2013-08-01,4.700
2013-08-02,2.500
2013-08-03,13.200
2013-08-04,45.300
2013-08-05,11.000
2013-08-06,0.000
2013-08-07,0.000
2013-08-08,11.000
2013-08-09,0.200
2013-08-10,3.800
2013-08-11,14.100
2013-08-12,1.200
2013-08-13,0.000
2013-08-14,10.900
2013-08-15,35.600
2013-08-16,5.200
2013-08-17,42.000
2013-08-18,0.800
2013-08-19,0.100
2013-08-20,7.300
2013-08-21,2.200
2013-08-22,0.000
2013-08-23,1.300
2013-08-24,0.000
2013-08-25,0.000
2013-08-26,0.000
2013-08-27,0.000
2013-08-28,0.100
2013-08-29,0.100
2013-08-30,3.200
2013-08-31,1.100
2013-09-01,1.100
2013-09-02,0.200
2013-09-03,0.000
2013-09-04,0.000
2013-09-05,1.000
2013-09-06,28.900
2013-09-07,10.900
2013-09-08,13.600
2013-09-09,1.700
2013-09-10,0.000
2013-09-11,6.700
2013-09-12,7.100
2013-09-13,2.400
2013-09-14,7.300
2013-09-15,57.300
2013-09-16,25.000
2013-09-17,9.500
2013-09-18,4.400
2013-09-19,4.900
2013-09-20,0.000
2013-09-21,0.000
2013-09-22,0.000
2013-09-23,0.200
2013-09-24,0.000
2013-09-25,0.000
2013-09-26,0.300
2013-09-27,0.000
2013-09-28,0.000
2013-09-29,0.000
2013-09-30,0.000
2013-10-01,3.500
2013-10-02,13.100
2013-10-03,22.100
2013-10-04,5.100
2013-10-05,0.200
2013-10-06,9.500
2013-10-07,13.500
2013-10-08,1.000
2013-10-09,1.800
2013-10-10,0.000
2013-10-11,0.000
2013-10-12,0.000
2013-10-13,0.600
2013-10-14,0.300
2013-10-15,0.100
2013-10-16,13.500
2013-10-17,0.000
2013-10-18,11.600
2013-10-19,20.100
2013-10-20,18.800
2013-10-21,60.200
2013-10-22,30.700
2013-10-23,9.200
2013-10-24,10.500
2013-10-25,6.100
2013-10-26,44.200
2013-10-27,16.700
2013-10-28,9.900
2013-10-29,10.800
2013-10-30,24.200
2013-10-31,2.000
2013-11-01,0.000
2013-11-02,47.000
2013-11-03,3.700
2013-11-04,8.200
2013-11-05,3.700
2013-11-06,5.800
2013-11-07,1.400
2013-11-08,10.200
2013-11-09,9.200
2013-11-10,4.300
2013-11-11,2.800
2013-11-12,0.000
2013-11-13,22.300
2013-11-14,0.400
2013-11-15,0.000
2013-11-16,2.300
2013-11-17,24.200
2013-11-18,3.000
2013-11-19,20.900
2013-11-20,0.200
2013-11-21,0.400
2013-11-22,0.000
2013-11-23,0.200
2013-11-24,0.000
2013-11-25,0.100
2013-11-26,0.800
2013-11-27,0.000
2013-11-28,7.500
2013-11-29,0.100
2013-11-30,1.200
2013-12-01,0.000
2013-12-02,0.000
2013-12-03,6.400
2013-12-04,2.300
2013-12-05,7.400
2013-12-06,12.100
2013-12-07,10.200
2013-12-08,10.900
2013-12-09,0.100
2013-12-10,0.000
2013-12-11,3.700
2013-12-12,20.200
2013-12-13,8.700
2013-12-14,66.200
2013-12-15,34.000
2013-12-16,0.300
2013-12-17,15.000
2013-12-18,30.800
2013-12-19,10.100
2013-12-20,66.400
2013-12-21,30.600
2013-12-22,6.300
2013-12-23,85.100
2013-12-24,10.100
2013-12-25,0.100
2013-12-26,28.400
2013-12-27,7.800
2013-12-28,0.100
2013-12-29,70.400
2013-12-30,31.100
2013-12-31,19.400
2014-01-01,31.900
2014-01-02,16.800
2014-01-03,8.900
2014-01-04,6.000
2014-01-05,26.300
2014-01-06,24.300
2014-01-07,6.800
2014-01-08,9.800
2014-01-09,1.300
2014-01-10,19.800
2014-01-11,0.800
2014-01-12,15.900
2014-01-13,13.300
2014-01-14,22.300
2014-01-15,17.400
2014-01-16,2.800
2014-01-17,10.600
2014-01-18,14.200
2014-01-19,0.500
2014-01-20,0.000
2014-01-21,25.200
2014-01-22,18.800
2014-01-23,5.500
2014-01-24,2.700
2014-01-25,20.400
2014-01-26,24.900
2014-01-27,17.400
2014-01-28,10.600
2014-01-29,0.300
2014-01-30,0.100
2014-01-31,24.700
2014-02-01,28.300
2014-02-02,1.800
2014-02-03,6.700
2014-02-04,14.600
2014-02-05,24.100
2014-02-06,1.200
2014-02-07,22.000
2014-02-08,42.400
2014-02-09,2.000
2014-02-10,6.500
2014-02-11,2.200
2014-02-12,40.900
2014-02-13,11.000
2014-02-14,32.500
2014-02-15,15.300
2014-02-16,0.500
2014-02-17,14.500
2014-02-18,13.200
2014-02-19,15.300
2014-02-20,10.800
2014-02-21,19.800
2014-02-22,40.700
2014-02-23,54.600
2014-02-24,11.100
2014-02-25,14.900
2014-02-26,29.700
2014-02-27,3.800
2014-02-28,1.400
2014-03-01,21.600
2014-03-02,14.800
2014-03-03,0.000
2014-03-04,0.000
2014-03-05,3.300
2014-03-06,73.300
2014-03-07,0.000
2014-03-08,0.000
2014-03-09,3.600
2014-03-10,0.000
2014-03-11,0.000
2014-03-12,0.100
2014-03-13,0.000
2014-03-14,0.800
2014-03-15,0.000
2014-03-16,0.500
2014-03-17,7.000
2014-03-18,9.900
2014-03-19,0.000
2014-03-20,33.000
2014-03-21,15.800
2014-03-22,9.400
2014-03-23,0.100
2014-03-24,3.200
2014-03-25,0.800
2014-03-26,0.400
2014-03-27,5.200
2014-03-28,1.200
2014-03-29,0.000
2014-03-30,0.000
2014-03-31,8.800
2014-04-01,0.000
2014-04-02,2.600
2014-04-03,6.800
2014-04-04,0.500
2014-04-05,30.200
2014-04-06,24.700
2014-04-07,12.600
2014-04-08,3.600
2014-04-09,0.700
2014-04-10,2.400
2014-04-11,0.000
2014-04-12,1.100
2014-04-13,1.800
2014-04-14,0.000
2014-04-15,0.000
2014-04-16,0.500
2014-04-17,0.000
2014-04-18,0.000
2014-04-19,0.000
2014-04-20,0.000
2014-04-21,0.200
2014-04-22,3.300
2014-04-23,2.900
2014-04-24,0.800
2014-04-25,9.700
2014-04-26,0.800
2014-04-27,1.400
2014-04-28,0.000
2014-04-29,0.000
2014-04-30,10.400
2014-05-01,0.300
2014-05-02,0.000
2014-05-03,2.000
2014-05-04,0.400
2014-05-05,11.500
2014-05-06,6.700
2014-05-07,14.900
2014-05-08,11.000
2014-05-09,16.600
2014-05-10,10.000
2014-05-11,12.100
2014-05-12,1.500
2014-05-13,0.000
2014-05-14,1.000
2014-05-15,0.000
2014-05-16,0.100
2014-05-17,0.000
2014-05-18,0.000
2014-05-19,4.000
2014-05-20,5.200
2014-05-21,0.000
2014-05-22,1.000
2014-05-23,1.200
2014-05-24,3.700
2014-05-25,8.200
2014-05-26,0.100
2014-05-27,0.200
2014-05-28,8.300
2014-05-29,0.000
2014-05-30,0.000
2014-05-31,0.000
2014-06-01,3.900
2014-06-02,1.000
2014-06-03,0.000
2014-06-04,10.000
2014-06-05,0.000
2014-06-06,0.000
2014-06-07,6.300
2014-06-08,0.300
2014-06-09,11.900
2014-06-10,2.800
2014-06-11,0.000
2014-06-12,0.000
2014-06-13,0.000
2014-06-14,0.100
2014-06-15,0.000
2014-06-16,0.000
2014-06-17,0.000
2014-06-18,0.000
2014-06-19,0.000
2014-06-20,0.000
2014-06-21,0.000
2014-06-22,0.000
2014-06-23,0.000
2014-06-24,1.400
2014-06-25,1.100
2014-06-26,0.000
2014-06-27,0.000
2014-06-28,0.000
2014-06-29,0.000
2014-06-30,0.000
2014-07-01,0.000
2014-07-02,6.400
2014-07-03,23.900
2014-07-04,38.400
2014-07-05,0.000
2014-07-06,1.200
2014-07-07,3.300
2014-07-08,0.400
2014-07-09,0.000
2014-07-10,0.000
2014-07-11,0.000
2014-07-12,8.000
2014-07-13,0.300
2014-07-14,13.100
2014-07-15,0.600
2014-07-16,20.900
2014-07-17,0.000
2014-07-18,0.500
2014-07-19,5.500
2014-07-20,0.100
2014-07-21,0.000
2014-07-22,0.000
2014-07-23,0.000
2014-07-24,0.000
2014-07-25,0.000
2014-07-26,7.500
2014-07-27,3.000
2014-07-28,0.200
2014-07-29,2.300
2014-07-30,6.500
2014-07-31,1.800
2014-08-01,8.400
2014-08-02,21.700
2014-08-03,14.200
2014-08-04,0.000
2014-08-05,18.800
2014-08-06,0.500
2014-08-07,0.000
2014-08-08,6.800
2014-08-09,11.700
2014-08-10,37.300
2014-08-11,7.800
2014-08-12,28.600
2014-08-13,4.600
2014-08-14,8.000
2014-08-15,0.200
2014-08-16,22.000
2014-08-17,14.300
2014-08-18,6.900
2014-08-19,0.000
2014-08-20,3.400
2014-08-21,8.400
2014-08-22,0.300
2014-08-23,1.200
2014-08-24,0.200
2014-08-25,0.000
2014-08-26,0.000
2014-08-27,2.100
2014-08-28,34.800
2014-08-29,1.700
2014-08-30,0.000
2014-08-31,4.100
2014-09-01,0.000
2014-09-02,0.000
2014-09-03,0.100
2014-09-04,0.000
2014-09-05,2.300
2014-09-06,0.000
2014-09-07,0.000
2014-09-08,0.000
2014-09-09,0.000
2014-09-10,0.000
2014-09-11,0.000
2014-09-12,0.000
2014-09-13,0.000
2014-09-14,0.000
2014-09-15,0.000
2014-09-16,0.000
2014-09-17,0.000
2014-09-18,0.000
2014-09-19,0.000
2014-09-20,0.000
2014-09-21,0.000
2014-09-22,0.100
2014-09-23,14.100
2014-09-24,0.800
2014-09-25,4.500
2014-09-26,0.000
2014-09-27,0.000
2014-09-28,0.000
2014-09-29,0.000
2014-09-30,5.400
2014-10-01,3.800
2014-10-02,0.000
2014-10-03,101.500
2014-10-04,2.500
2014-10-05,33.000
2014-10-06,6.800
2014-10-07,10.500
2014-10-08,27.600
2014-10-09,20.100
2014-10-10,14.200
2014-10-11,0.300
2014-10-12,0.100
2014-10-13,0.000
2014-10-14,0.000
2014-10-15,6.200
2014-10-16,8.000
2014-10-17,26.100
2014-10-18,4.300
2014-10-19,12.100
2014-10-20,49.400
2014-10-21,1.100
2014-10-22,2.700
2014-10-23,8.500
2014-10-24,3.300
2014-10-25,5.200
2014-10-26,14.700
2014-10-27,20.900
2014-10-28,36.100
2014-10-29,4.000
2014-10-30,2.400
2014-10-31,15.700
2014-11-01,40.100
2014-11-02,30.600
2014-11-03,25.200
2014-11-04,12.700
2014-11-05,0.400
2014-11-06,29.400
2014-11-07,4.000
2014-11-08,16.100
2014-11-09,0.600
2014-11-10,4.800
2014-11-11,12.600
2014-11-12,6.100
2014-11-13,13.600
2014-11-14,13.400
2014-11-15,0.000
2014-11-16,4.900
2014-11-17,0.500
2014-11-18,0.000
2014-11-19,0.000
2014-11-20,0.100
2014-11-21,7.400
2014-11-22,6.700
2014-11-23,0.000
2014-11-24,0.000
2014-11-25,0.300
2014-11-26,0.200
2014-11-27,0.100
2014-11-28,0.000
2014-11-29,1.500
2014-11-30,0.000
2014-12-01,2.700
2014-12-02,0.100
2014-12-03,0.100
2014-12-04,0.100
2014-12-05,2.200
2014-12-06,31.800
2014-12-07,8.600
2014-12-08,1.600
2014-12-09,46.000
2014-12-10,7.100
2014-12-11,1.100
2014-12-12,6.300
2014-12-13,14.000
2014-12-14,21.200
2014-12-15,5.400
2014-12-16,16.000
2014-12-17,13.700
2014-12-18,17.900
2014-12-19,10.400
2014-12-20,4.600
2014-12-21,29.400
2014-12-22,43.300
2014-12-23,32.500
2014-12-24,8.900
2014-12-25,2.700
2014-12-26,2.900
2014-12-27,0.300
2014-12-28,0.100
2014-12-29,0.100
2014-12-30,0.000
2014-12-31,22.300
2015-01-01,49.400
2015-01-02,4.100
2015-01-03,1.300
2015-01-04,0.700
2015-01-05,19.900
2015-01-06,12.000
2015-01-07,68.800
2015-01-08,19.300
2015-01-09,45.400
2015-01-10,4.400
2015-01-11,37.500
2015-01-12,3.600
2015-01-13,0.200
2015-01-14,59.400
2015-01-15,18.300
2015-01-16,8.700
2015-01-17,5.700
2015-01-18,2.800
2015-01-19,0.700
2015-01-20,0.200
2015-01-21,0.600
2015-01-22,1.200
2015-01-23,22.400
2015-01-24,0.200
2015-01-25,16.500
2015-01-26,5.700
2015-01-27,22.500
2015-01-28,6.400
2015-01-29,3.800
2015-01-30,3.300
2015-01-31,0.100
2015-02-01,0.000
2015-02-02,0.000
2015-02-03,0.300
2015-02-04,0.000
2015-02-05,0.000
2015-02-06,0.000
2015-02-07,0.000
2015-02-08,0.300
2015-02-09,0.000
2015-02-10,0.000
2015-02-11,1.500
2015-02-12,0.300
2015-02-13,11.000
2015-02-14,0.000
2015-02-15,14.700
2015-02-16,0.100
2015-02-17,2.900
2015-02-18,27.900
2015-02-19,3.100
2015-02-20,1.700
2015-02-21,4.200
2015-02-22,25.200
2015-02-23,17.400
2015-02-24,14.200
2015-02-25,42.700
2015-02-26,0.000
2015-02-27,12.300
2015-02-28,15.700
2015-03-01,3.600
2015-03-02,5.100
2015-03-03,5.800
2015-03-04,0.000
2015-03-05,0.200
2015-03-06,14.400
2015-03-07,21.700
2015-03-08,0.000
2015-03-09,13.700
2015-03-10,0.100
2015-03-11,16.600
2015-03-12,45.300
2015-03-13,0.000
2015-03-14,0.000
2015-03-15,0.000
2015-03-16,0.100
2015-03-17,0.000
2015-03-18,0.000
2015-03-19,0.000
2015-03-20,0.000
2015-03-21,0.000
2015-03-22,2.800
2015-03-23,0.100
2015-03-24,0.500
2015-03-25,10.100
2015-03-26,0.200
2015-03-27,18.300
2015-03-28,16.900
2015-03-29,6.900
2015-03-30,35.400
2015-03-31,9.900
2015-04-01,3.700
2015-04-02,1.400
2015-04-03,2.900
2015-04-04,0.100
2015-04-05,0.000
2015-04-06,0.000
2015-04-07,0.000
2015-04-08,0.000
2015-04-09,0.000
2015-04-10,13.000
2015-04-11,13.700
2015-04-12,15.100
2015-04-13,0.200
2015-04-14,4.000
2015-04-15,1.000
2015-04-16,0.000
2015-04-17,0.000
2015-04-18,0.000
2015-04-19,0.700
2015-04-20,0.000
2015-04-21,0.000
2015-04-22,0.000
2015-04-23,0.000
2015-04-24,7.000
2015-04-25,1.200
2015-04-26,0.000
2015-04-27,11.600
2015-04-28,24.500
2015-04-29,11.900
2015-04-30,0.800
2015-05-01,0.000
2015-05-02,16.000
2015-05-03,6.000
2015-05-04,8.900
2015-05-05,32.100
2015-05-06,6.900
2015-05-07,0.000
2015-05-08,28.600
2015-05-09,0.400
2015-05-10,43.200
2015-05-11,5.200
2015-05-12,2.800
2015-05-13,0.000
2015-05-14,0.000
2015-05-15,8.300
2015-05-16,0.000
2015-05-17,31.100
2015-05-18,10.300
2015-05-19,1.400
2015-05-20,0.100
2015-05-21,1.000
2015-05-22,0.900
2015-05-23,3.500
2015-05-24,0.200
2015-05-25,0.100
2015-05-26,0.000
2015-05-27,27.000
2015-05-28,7.900
2015-05-29,0.200
2015-05-30,10.500
2015-05-31,6.000
2015-06-01,52.700
2015-06-02,2.100
2015-06-03,0.000
2015-06-04,0.000
2015-06-05,2.400
2015-06-06,0.300
2015-06-07,0.000
2015-06-08,0.000
2015-06-09,0.000
2015-06-10,0.000
2015-06-11,0.000
2015-06-12,0.000
2015-06-13,0.200
2015-06-14,0.000
2015-06-15,0.000
2015-06-16,6.400
2015-06-17,1.900
2015-06-18,0.200
2015-06-19,2.700
2015-06-20,1.200
2015-06-21,9.300
2015-06-22,0.200
2015-06-23,0.000
2015-06-24,0.100
2015-06-25,2.900
2015-06-26,1.000
2015-06-27,17.200
2015-06-28,1.700
2015-06-29,0.000
2015-06-30,0.000
2015-07-01,3.600
2015-07-02,0.700
2015-07-03,21.300
2015-07-04,0.000
2015-07-05,6.800
2015-07-06,22.600
2015-07-07,13.700
2015-07-08,2.600
2015-07-09,0.300
2015-07-10,5.000
2015-07-11,11.400
2015-07-12,3.000
2015-07-13,1.300
2015-07-14,0.000
2015-07-15,0.000
2015-07-16,9.400
2015-07-17,0.000
2015-07-18,32.700
2015-07-19,0.900
2015-07-20,5.800
2015-07-21,2.200
2015-07-22,0.400
2015-07-23,0.100
2015-07-24,0.100
2015-07-25,0.000
2015-07-26,9.600
2015-07-27,15.900
2015-07-28,5.900
2015-07-29,0.300
2015-07-30,1.900
2015-07-31,18.500
2015-08-01,1.100
2015-08-02,2.100
2015-08-03,11.500
2015-08-04,8.900
2015-08-05,12.400
2015-08-06,0.000
2015-08-07,0.000
2015-08-08,2.400
2015-08-09,4.300
2015-08-10,2.100
2015-08-11,0.000
2015-08-12,0.000
2015-08-13,23.700
2015-08-14,10.400
2015-08-15,0.200
2015-08-16,0.400
2015-08-17,0.000
2015-08-18,0.600
2015-08-19,6.200
2015-08-20,12.500
2015-08-21,8.400
2015-08-22,16.800
2015-08-23,13.800
2015-08-24,0.100
2015-08-25,19.400
2015-08-26,7.200
2015-08-27,12.700
2015-08-28,5.000
2015-08-29,1.500
2015-08-30,0.000
2015-08-31,0.600
2015-09-01,1.400
2015-09-02,0.200
2015-09-03,0.000
2015-09-04,0.900
2015-09-05,0.000
2015-09-06,0.000
2015-09-07,0.000
2015-09-08,0.000
2015-09-09,0.000
2015-09-10,0.000
2015-09-11,15.000
2015-09-12,12.400
2015-09-13,0.000
2015-09-14,0.500
2015-09-15,0.200
2015-09-16,0.000
2015-09-17,17.300
2015-09-18,0.000
2015-09-19,0.000
2015-09-20,13.300
2015-09-21,2.400
2015-09-22,0.000
2015-09-23,4.700
2015-09-24,6.800
2015-09-25,0.100
2015-09-26,0.000
2015-09-27,0.000
2015-09-28,0.000
2015-09-29,0.000
2015-09-30,0.000
2015-10-01,0.000
2015-10-02,0.100
2015-10-03,0.000
2015-10-04,0.500
2015-10-05,16.700
2015-10-06,0.400
2015-10-07,0.200
2015-10-08,0.000
2015-10-09,0.000
2015-10-10,0.000
2015-10-11,1.600
2015-10-12,0.100
2015-10-13,0.000
2015-10-14,0.000
2015-10-15,0.000
2015-10-16,0.200
2015-10-17,0.000
2015-10-18,0.400
2015-10-19,3.800
2015-10-20,18.400
2015-10-21,2.800
2015-10-22,0.200
2015-10-23,21.500
2015-10-24,4.800
2015-10-25,0.100
2015-10-26,0.000
2015-10-27,8.000
2015-10-28,15.900
2015-10-29,6.300
2015-10-30,8.100
2015-10-31,3.600
2015-11-01,0.300
2015-11-02,0.400
2015-11-03,4.900
2015-11-04,0.900
2015-11-05,8.700
2015-11-06,12.800
2015-11-07,13.800
2015-11-08,71.300
2015-11-09,40.600
2015-11-10,37.700
2015-11-11,17.700
2015-11-12,26.700
2015-11-13,3.500
2015-11-14,88.400
2015-11-15,37.400
2015-11-16,0.500
2015-11-17,34.900
2015-11-18,25.200
2015-11-19,8.400
2015-11-20,10.500
2015-11-21,1.300
2015-11-22,0.100
2015-11-23,18.800
2015-11-24,14.100
2015-11-25,0.400
2015-11-26,6.800
2015-11-27,28.700
2015-11-28,35.200
2015-11-29,9.800
2015-11-30,15.800
2015-12-01,23.300
2015-12-02,11.500
2015-12-03,50.500
2015-12-04,114.200
2015-12-05,130.000
2015-12-06,1.200
2015-12-07,8.100
2015-12-08,29.300
2015-12-09,48.600
2015-12-10,7.800
2015-12-11,2.200
2015-12-12,15.200
2015-12-13,2.500
2015-12-14,0.300
2015-12-15,6.000
2015-12-16,10.500
2015-12-17,4.900
2015-12-18,43.900
2015-12-19,54.600
2015-12-20,27.800
2015-12-21,64.000
2015-12-22,6.700
2015-12-23,28.500
2015-12-24,2.900
2015-12-25,30.000
2015-12-26,35.000
2015-12-27,1.300
2015-12-28,11.200
2015-12-29,46.700
2015-12-30,20.100
2015-12-31,22.600
