date,daily_flow_cumecs
2013-12-11,1.500
2013-12-12,1.720
2013-12-13,2.020
2013-12-14,14.600
2013-12-15,12.100
2013-12-16,10.500
2013-12-17,3.590
2013-12-18,15.500
2013-12-19,6.900
2013-12-20,20.500
2013-12-21,17.100
2013-12-22,8.960
2013-12-23,38.900
2013-12-24,11.800
2013-12-25,4.890
2013-12-26,8.600
2013-12-27,18.300
2013-12-28,4.220
2013-12-29,11.500
2013-12-30,24.000
2013-12-31,7.730
2014-01-01,11.900
2014-01-02,8.040
2014-01-03,6.740
2014-01-04,4.970
2014-01-05,11.400
2014-01-06,17.100
2014-01-07,11.100
2014-01-08,7.280
2014-01-09,5.380
2014-01-10,5.260
2014-01-11,3.470
2014-01-12,2.740
2014-01-13,4.790
2014-01-14,3.370
2014-01-15,5.170
2014-01-16,3.410
2014-01-17,4.340
2014-01-18,6.600
2014-01-19,4.480
2014-01-20,2.540
2014-01-21,3.200
2014-01-22,3.480
2014-01-23,7.140
2014-01-24,3.660
2014-01-25,4.630
2014-01-26,9.380
2014-01-27,7.480
2014-01-28,5.600
2014-01-29,3.510
2014-01-30,2.400
2014-01-31,7.050
2014-02-01,16.700
2014-02-02,6.180
2014-02-03,3.590
2014-02-04,4.240
2014-02-05,10.600
2014-02-06,4.740
2014-02-07,8.130
2014-02-08,17.800
2014-02-09,7.990
2014-02-10,3.620
2014-02-11,3.560
2014-02-12,16.700
2014-02-13,6.650
2014-02-14,13.300
2014-02-15,9.310
2014-02-16,4.050
2014-02-17,4.800
2014-02-18,5.780
2014-02-19,4.490
2014-02-20,5.700
2014-02-21,9.050
2014-02-22,8.820
2014-02-23,32.700
2014-02-24,12.100
2014-02-25,6.050
2014-02-26,11.900
2014-02-27,7.700
2014-02-28,3.740
2014-03-01,4.360
2014-03-02,5.980
2014-03-03,3.130
2014-03-04,2.180
2014-03-05,1.770
2014-03-06,7.140
2014-03-07,7.650
2014-03-08,2.690
2014-03-09,2.030
2014-03-10,1.700
2014-03-11,1.370
2014-03-12,1.160
2014-03-13,1.030
2014-03-14,0.939
2014-03-15,0.862
2014-03-16,0.788
2014-03-17,0.721
2014-03-18,2.140
2014-03-19,1.120
2014-03-20,4.590
2014-03-21,3.990
2014-03-22,3.880
2014-03-23,2.370
2014-03-24,1.640
2014-03-25,1.530
2014-03-26,1.260
2014-03-27,1.260
2014-03-28,1.760
2014-03-29,1.280
2014-03-30,1.020
2014-03-31,1.180
2014-04-01,1.800
2014-04-02,1.090
2014-04-03,1.130
2014-04-04,1.350
2014-04-05,1.420
2014-04-06,4.060
2014-04-07,4.670
2014-04-08,2.990
2014-04-09,2.810
2014-04-10,1.820
2014-04-11,1.470
2014-04-12,1.230
2014-04-13,1.060
2014-04-14,0.916
2014-04-15,0.792
2014-04-16,0.706
2014-04-17,0.654
2014-04-18,0.584
2014-04-19,0.530
2014-04-20,0.493
2014-04-21,0.453
2014-04-22,0.634
2014-04-23,0.578
2014-04-24,0.526
2014-04-25,0.812
2014-04-26,1.020
2014-04-27,0.645
2014-04-28,0.582
2014-04-29,0.496
2014-04-30,0.501
2014-05-01,0.618
2014-05-02,0.471
2014-05-03,0.408
2014-05-04,0.387
2014-05-05,0.366
2014-05-06,0.461
2014-05-07,1.810
2014-05-08,1.720
2014-05-09,3.710
2014-05-10,4.440
2014-05-11,4.000
2014-05-12,2.500
2014-05-13,1.700
2014-05-14,1.180
2014-05-15,0.999
2014-05-16,0.816
2014-05-17,0.663
2014-05-18,0.584
2014-05-19,0.536
2014-05-20,0.704
2014-05-21,0.609
2014-05-22,0.518
2014-05-23,0.494
2014-05-24,0.537
2014-05-25,1.420
2014-05-26,1.180
2014-05-27,0.660
2014-05-28,1.030
2014-05-29,0.986
2014-05-30,0.648
2014-05-31,0.511
2014-06-01,0.444
2014-06-02,0.432
2014-06-03,0.389
2014-06-04,0.558
2014-06-05,0.589
2014-06-06,0.414
2014-06-07,0.864
2014-06-08,0.600
2014-06-09,0.766
2014-06-10,0.745
2014-06-11,0.537
2014-06-12,0.399
2014-06-13,0.364
2014-06-14,0.338
2014-06-15,0.320
2014-06-16,0.287
2014-06-17,0.269
2014-06-18,0.252
2014-06-19,0.234
2014-06-20,0.223
2014-06-21,0.212
2014-06-22,0.206
2014-06-23,0.197
2014-06-24,0.192
2014-06-25,0.190
2014-06-26,0.191
2014-06-27,0.180
2014-06-28,0.177
2014-06-29,0.172
2014-06-30,0.165
2014-07-01,0.157
2014-07-02,0.157
2014-07-03,0.166
2014-07-04,0.272
2014-07-05,0.279
2014-07-06,0.203
2014-07-07,0.184
2014-07-08,0.187
2014-07-09,0.165
2014-07-10,0.151
2014-07-11,0.143
2014-07-12,0.144
2014-07-13,0.154
2014-07-14,0.187
2014-07-15,0.189
2014-07-16,0.427
2014-07-17,0.277
2014-07-18,0.213
2014-07-19,0.233
2014-07-20,0.202
2014-07-21,0.172
2014-07-22,0.155
2014-07-23,0.141
2014-07-24,0.131
2014-07-25,0.125
2014-07-26,0.139
2014-07-27,0.152
2014-07-28,0.133
2014-07-29,0.129
2014-07-30,0.155
2014-07-31,0.160
2014-08-01,0.206
2014-08-02,0.763
2014-08-03,2.040
2014-08-04,1.040
2014-08-05,1.710
2014-08-06,2.260
2014-08-07,0.914
2014-08-08,0.635
2014-08-09,0.505
2014-08-10,7.340
2014-08-11,4.380
2014-08-12,7.030
2014-08-13,5.530
2014-08-14,2.950
2014-08-15,1.990
2014-08-16,1.750
2014-08-17,4.490
2014-08-18,2.430
2014-08-19,1.540
2014-08-20,1.160
2014-08-21,1.330
2014-08-22,1.080
2014-08-23,0.860
2014-08-24,0.705
2014-08-25,0.612
2014-08-26,0.520
2014-08-27,0.464
2014-08-28,0.589
2014-08-29,2.720
2014-08-30,1.080
2014-08-31,0.777
2014-09-01,0.714
2014-09-02,0.587
2014-09-03,0.514
2014-09-04,0.466
2014-09-05,0.431
2014-09-06,0.415
2014-09-07,0.371
2014-09-08,0.345
2014-09-09,0.327
2014-09-10,0.307
2014-09-11,0.291
2014-09-12,0.282
2014-09-13,0.268
2014-09-14,0.259
2014-09-15,0.253
2014-09-16,0.243
2014-09-17,0.236
2014-09-18,0.228
2014-09-19,0.223
2014-09-20,0.217
2014-09-21,0.209
2014-09-22,0.202
2014-09-23,0.268
2014-09-24,0.290
2014-09-25,0.249
2014-09-26,0.256
2014-09-27,0.230
2014-09-28,0.216
2014-09-29,0.208
2014-09-30,0.200
2014-10-01,0.219
2014-10-02,0.203
2014-10-03,9.810
2014-10-04,9.080
2014-10-05,4.210
2014-10-06,14.400
2014-10-07,3.930
2014-10-08,8.580
2014-10-09,7.610
2014-10-10,8.750
2014-10-11,3.810
2014-10-12,2.390
2014-10-13,1.750
2014-10-14,1.370
2014-10-15,1.410
2014-10-16,1.910
2014-10-17,4.880
2014-10-18,7.230
2014-10-19,18.800
2014-10-20,12.000
2014-10-21,8.360
2014-10-22,3.460
2014-10-23,3.720
2014-10-24,3.040
2014-10-25,2.590
2014-10-26,6.460
2014-10-27,6.310
2014-10-28,18.500
2014-10-29,4.720
2014-10-30,3.570
2014-10-31,2.710
2014-11-01,6.970
2014-11-02,6.760
2014-11-03,9.440
2014-11-04,8.000
2014-11-05,4.300
2014-11-06,6.890
2014-11-07,6.380
2014-11-08,4.770
2014-11-09,3.500
2014-11-10,2.650
2014-11-11,4.800
2014-11-12,4.940
2014-11-13,5.260
2014-11-14,8.070
2014-11-15,3.220
2014-11-16,2.420
2014-11-17,2.230
2014-11-18,1.730
2014-11-19,1.460
2014-11-20,1.260
2014-11-21,1.220
2014-11-22,1.710
2014-11-23,1.440
2014-11-24,1.140
2014-11-25,1.010
2014-11-26,1.130
2014-11-27,0.999
2014-11-28,0.893
2014-11-29,0.828
2014-11-30,0.780
2014-12-01,0.733
2014-12-02,0.671
2014-12-03,0.625
2014-12-04,0.594
2014-12-05,0.576
2014-12-06,5.720
2014-12-07,5.130
2014-12-08,3.400
2014-12-09,14.800
2014-12-10,5.500
2014-12-11,3.500
2014-12-12,2.560
2014-12-13,2.320
2014-12-14,9.830
2014-12-15,3.890
2014-12-16,3.730
2014-12-17,4.810
2014-12-18,11.100
2014-12-19,4.650
2014-12-20,3.680
2014-12-21,11.200
2014-12-22,27.000
2014-12-23,19.300
2014-12-24,5.870
2014-12-25,4.110
2014-12-26,3.120
2014-12-27,2.390
2014-12-28,1.830
2014-12-29,1.530
2014-12-30,1.360
2014-12-31,3.260
2015-01-01,19.700
2015-01-02,5.300
2015-01-03,3.530
2015-01-04,2.340
2015-01-05,1.970
2015-01-06,2.530
2015-01-07,14.100
2015-01-08,7.450
2015-01-09,17.400
2015-01-10,10.200
2015-01-11,10.700
2015-01-12,10.500
2015-01-13,4.250
2015-01-14,14.800
2015-01-15,10.600
2015-01-16,4.970
2015-01-17,3.860
2015-01-18,2.540
2015-01-19,1.930
2015-01-20,1.550
2015-01-21,1.370
2015-01-22,1.180
2015-01-23,8.380
2015-01-24,3.270
2015-01-25,7.800
2015-01-26,4.780
2015-01-27,4.580
2015-01-28,8.530
2015-01-29,3.610
2015-01-30,2.700
2015-01-31,2.280
2015-02-01,1.700
2015-02-02,1.360
2015-02-03,1.190
2015-02-04,1.050
2015-02-05,1.030
2015-02-06,1.310
2015-02-07,1.240
2015-02-08,1.460
2015-02-09,2.410
2015-02-10,1.650
2015-02-11,1.350
2015-02-12,1.380
2015-02-13,3.490
2015-02-14,2.030
2015-02-15,1.620
2015-02-16,1.880
2015-02-17,1.260
2015-02-18,1.590
2015-02-19,2.560
2015-02-20,1.700
2015-02-21,1.450
2015-02-22,5.120
2015-02-23,5.370
2015-02-24,6.680
2015-02-25,10.800
2015-02-26,14.500
2015-02-27,3.550
2015-02-28,4.530
2015-03-01,3.110
2015-03-02,2.500
2015-03-03,2.020
2015-03-04,1.980
2015-03-05,1.650
2015-03-06,1.490
2015-03-07,2.890
2015-03-08,3.380
2015-03-09,2.980
2015-03-10,1.860
2015-03-11,3.070
2015-03-12,11.200
2015-03-13,5.680
2015-03-14,2.780
2015-03-15,2.050
2015-03-16,1.680
2015-03-17,1.410
2015-03-18,1.210
2015-03-19,1.060
2015-03-20,0.975
2015-03-21,0.866
2015-03-22,0.782
2015-03-23,0.800
2015-03-24,0.708
2015-03-25,0.657
2015-03-26,0.872
2015-03-27,0.681
2015-03-28,3.470
2015-03-29,4.330
2015-03-30,8.050
2015-03-31,5.690
2015-04-01,4.330
2015-04-02,2.750
2015-04-03,2.510
2015-04-04,1.840
2015-04-05,1.440
2015-04-06,1.200
2015-04-07,1.020
2015-04-08,0.906
2015-04-09,0.806
2015-04-10,0.757
2015-04-11,0.941
2015-04-12,4.040
2015-04-13,1.400
2015-04-14,1.060
2015-04-15,1.150
2015-04-16,0.884
2015-04-17,0.750
2015-04-18,0.665
2015-04-19,0.616
2015-04-20,0.581
2015-04-21,0.527
2015-04-22,0.489
2015-04-23,0.454
2015-04-24,0.444
2015-04-25,0.535
2015-04-26,0.436
2015-04-27,0.463
2015-04-28,2.160
2015-04-29,3.670
2015-04-30,2.170
2015-05-01,1.170
2015-05-02,1.260
2015-05-03,5.420
2015-05-04,2.730
2015-05-05,9.800
2015-05-06,7.010
2015-05-07,2.540
2015-05-08,9.430
2015-05-09,4.880
2015-05-10,4.290
2015-05-11,5.650
2015-05-12,4.370
2015-05-13,2.180
2015-05-14,1.570
2015-05-15,1.550
2015-05-16,1.350
2015-05-17,1.610
2015-05-18,4.240
2015-05-19,2.640
2015-05-20,1.610
2015-05-21,1.230
2015-05-22,1.180
2015-05-23,0.966
2015-05-24,0.865
2015-05-25,0.769
2015-05-26,0.674
2015-05-27,1.120
2015-05-28,1.480
2015-05-29,2.040
2015-05-30,1.180
2015-05-31,1.290
2015-06-01,11.600
2015-06-02,2.930
2015-06-03,1.680
2015-06-04,1.220
2015-06-05,1.010
2015-06-06,0.845
2015-06-07,0.733
2015-06-08,0.641
2015-06-09,0.580
2015-06-10,0.511
2015-06-11,0.453
2015-06-12,0.413
2015-06-13,0.401
2015-06-14,0.402
2015-06-15,0.366
2015-06-16,0.351
2015-06-17,0.463
2015-06-18,0.355
2015-06-19,0.325
2015-06-20,0.329
2015-06-21,0.339
2015-06-22,0.428
2015-06-23,0.313
2015-06-24,0.274
2015-06-25,0.262
2015-06-26,0.264
2015-06-27,0.236
2015-06-28,0.252
2015-06-29,0.234
2015-06-30,0.219
2015-07-01,0.209
2015-07-02,0.215
2015-07-03,0.204
2015-07-04,0.300
2015-07-05,0.247
2015-07-06,0.239
2015-07-07,0.443
2015-07-08,0.837
2015-07-09,0.419
2015-07-10,0.321
2015-07-11,0.410
2015-07-12,0.674
2015-07-13,0.566
2015-07-14,0.435
2015-07-15,0.339
2015-07-16,0.387
2015-07-17,1.020
2015-07-18,0.682
2015-07-19,2.430
2015-07-20,1.050
2015-07-21,1.210
2015-07-22,0.855
2015-07-23,0.601
2015-07-24,0.491
2015-07-25,0.415
2015-07-26,0.553
2015-07-27,3.260
2015-07-28,5.240
2015-07-29,2.230
2015-07-30,1.310
2015-07-31,2.910
2015-08-01,2.240
2015-08-02,1.410
2015-08-03,1.120
2015-08-04,4.050
2015-08-05,2.190
2015-08-06,1.510
2015-08-07,1.100
2015-08-08,0.868
2015-08-09,0.755
2015-08-10,0.683
2015-08-11,0.587
2015-08-12,0.509
2015-08-13,0.743
2015-08-14,6.510
2015-08-15,1.940
2015-08-16,1.100
2015-08-17,0.814
2015-08-18,0.709
2015-08-19,0.639
2015-08-20,0.591
2015-08-21,0.629
2015-08-22,4.930
2015-08-23,3.920
2015-08-24,2.060
2015-08-25,1.850
2015-08-26,2.550
2015-08-27,4.030
2015-08-28,5.700
2015-08-29,3.510
2015-08-30,1.930
2015-08-31,1.380
2015-09-01,1.110
2015-09-02,0.925
2015-09-03,0.782
2015-09-04,0.677
2015-09-05,0.598
2015-09-06,0.530
2015-09-07,0.483
2015-09-08,0.442
2015-09-09,0.410
2015-09-10,0.375
2015-09-11,0.365
2015-09-12,1.920
2015-09-13,0.972
2015-09-14,0.650
2015-09-15,0.593
2015-09-16,0.485
2015-09-17,0.736
2015-09-18,0.927
2015-09-19,0.570
2015-09-20,0.483
2015-09-21,0.488
2015-09-22,0.423
2015-09-23,0.404
2015-09-24,0.444
2015-09-25,0.478
2015-09-26,0.409
2015-09-27,0.361
2015-09-28,0.332
2015-09-29,0.314
2015-09-30,0.296
2015-10-01,0.282
2015-10-02,0.272
2015-10-03,0.268
2015-10-04,0.261
2015-10-05,0.638
2015-10-06,1.420
2015-10-07,0.790
2015-10-08,0.534
2015-10-09,0.433
2015-10-10,0.380
2015-10-11,0.344
2015-10-12,0.332
2015-10-13,0.310
2015-10-14,0.290
2015-10-15,0.277
2015-10-16,0.269
2015-10-17,0.266
2015-10-18,0.262
2015-10-19,0.260
2015-10-20,0.373
2015-10-21,1.200
2015-10-22,0.570
2015-10-23,0.426
2015-10-24,1.670
2015-10-25,0.916
2015-10-26,0.619
2015-10-27,0.536
2015-10-28,2.440
2015-10-29,3.010
2015-10-30,1.980
2015-10-31,2.120
2015-11-01,1.310
2015-11-02,0.988
2015-11-03,0.944
2015-11-04,1.260
2015-11-05,1.940
2015-11-06,1.810
2015-11-07,6.280
2015-11-08,18.700
2015-11-09,17.500
2015-11-10,11.000
2015-11-11,17.700
2015-11-12,11.700
2015-11-13,6.510
2015-11-14,29.700
2015-11-15,41.500
2015-11-16,9.030
2015-11-17,6.780
2015-11-18,18.400
2015-11-19,4.980
2015-11-20,4.050
2015-11-21,2.640
2015-11-22,2.090
2015-11-23,2.860
2015-11-24,6.680
2015-11-25,2.610
2015-11-26,2.380
2015-11-27,6.930
2015-11-28,11.700
2015-11-29,6.690
2015-11-30,6.100
2015-12-01,9.630
2015-12-02,8.030
2015-12-03,21.500
2015-12-04,30.400
2015-12-05,74.800
2015-12-06,19.400
2015-12-07,6.700
2015-12-08,6.130
2015-12-09,34.900
2015-12-10,11.500
2015-12-11,5.340
2015-12-12,5.310
2015-12-13,4.960
2015-12-14,4.930
2015-12-15,4.200
2015-12-16,4.010
2015-12-17,4.270
2015-12-18,6.390
2015-12-19,19.900
2015-12-20,20.600
2015-12-21,20.600
2015-12-22,24.800
2015-12-23,7.990
2015-12-24,11.500
2015-12-25,12.200
2015-12-26,28.700
2015-12-27,5.840
2015-12-28,3.990
2015-12-29,9.660
2015-12-30,21.300
2015-12-31,11.500
