date,daily_flow_cumecs
678,3.500
679,2.650
680,4.800
681,4.940
682,5.260
683,8.070
684,3.220
685,2.420
686,2.230
687,1.730
688,1.460
689,1.260
690,1.220
691,1.710
692,1.440
693,1.140
694,1.010
695,1.130
696,0.999
697,0.893
698,0.828
699,0.780
700,0.733
701,0.671
702,0.625
703,0.594
704,0.576
705,5.720
706,5.130
707,3.400
708,14.800
709,5.500
710,3.500
711,2.560
712,2.320
713,9.830
714,3.890
715,3.730
716,4.810
717,11.100
718,4.650
719,3.680
720,11.200
721,27.000
722,19.300
723,5.870
724,4.110
725,3.120
726,2.390
727,1.830
728,1.530
729,1.360
730,3.260
731,19.700
732,5.300
733,3.530
734,2.340
735,1.970
736,2.530
737,14.100
738,7.450
739,17.400
740,10.200
741,10.700
742,10.500
743,4.250
744,14.800
745,10.600
746,4.970
747,3.860
748,2.540
749,1.930
750,1.550
751,1.370
752,1.180
753,8.380
754,3.270
755,7.800
756,4.780
757,4.580
758,8.530
759,3.610
760,2.700
761,2.280
762,1.700
763,1.360
764,1.190
765,1.050
766,1.030
767,1.310
768,1.240
769,1.460
770,2.410
771,1.650
772,1.350
773,1.380
774,3.490
775,2.030
776,1.620
777,1.880
778,1.260
779,1.590
780,2.560
781,1.700
782,1.450
783,5.120
784,5.370
785,6.680
786,10.800
787,14.500
788,3.550
789,4.530
790,3.110
791,2.500
792,2.020
793,1.980
794,1.650
795,1.490
796,2.890
797,3.380
798,2.980
799,1.860
800,3.070
801,11.200
802,5.680
803,2.780
804,2.050
805,1.680
806,1.410
807,1.210
808,1.060
809,0.975
810,0.866
811,0.782
812,0.800
813,0.708
814,0.657
815,0.872
816,0.681
817,3.470
818,4.330
819,8.050
820,5.690
821,4.330
822,2.750
823,2.510
824,1.840
825,1.440
826,1.200
827,1.020
828,0.906
829,0.806
830,0.757
831,0.941
832,4.040
833,1.400
834,1.060
835,1.150
836,0.884
837,0.750
838,0.665
839,0.616
840,0.581
841,0.527
842,0.489
843,0.454
844,0.444
845,0.535
846,0.436
847,0.463
848,2.160
849,3.670
850,2.170
851,1.170
852,1.260
853,5.420
854,2.730
855,9.800
856,7.010
857,2.540
858,9.430
859,4.880
860,4.290
861,5.650
862,4.370
863,2.180
864,1.570
865,1.550
866,1.350
867,1.610
868,4.240
869,2.640
870,1.610
871,1.230
872,1.180
873,0.966
874,0.865
875,0.769
876,0.674
877,1.120
878,1.480
879,2.040
880,1.180
881,1.290
882,11.600
883,2.930
884,1.680
885,1.220
886,1.010
887,0.845
888,0.733
889,0.641
890,0.580
891,0.511
892,0.453
893,0.413
894,0.401
895,0.402
896,0.366
897,0.351
898,0.463
899,0.355
900,0.325
901,0.329
902,0.339
903,0.428
904,0.313
905,0.274
906,0.262
907,0.264
908,0.236
909,0.252
910,0.234
911,0.219
912,0.209
913,0.215
914,0.204
915,0.300
916,0.247
917,0.239
918,0.443
919,0.837
920,0.419
921,0.321
922,0.410
923,0.674
924,0.566
925,0.435
926,0.339
927,0.387
928,1.020
929,0.682
930,2.430
931,1.050
932,1.210
933,0.855
934,0.601
935,0.491
936,0.415
937,0.553
938,3.260
939,5.240
940,2.230
941,1.310
942,2.910
943,2.240
944,1.410
945,1.120
946,4.050
947,2.190
948,1.510
949,1.100
950,0.868
951,0.755
952,0.683
953,0.587
954,0.509
955,0.743
956,6.510
957,1.940
958,1.100
959,0.814
960,0.709
961,0.639
962,0.591
963,0.629
964,4.930
965,3.920
966,2.060
967,1.850
968,2.550
969,4.030
970,5.700
971,3.510
972,1.930
973,1.380
974,1.110
975,0.925
976,0.782
977,0.677
978,0.598
979,0.530
980,0.483
981,0.442
982,0.410
983,0.375
984,0.365
985,1.920
986,0.972
987,0.650
988,0.593
989,0.485
990,0.736
991,0.927
992,0.570
993,0.483
994,0.488
995,0.423
996,0.404
997,0.444
998,0.478
999,0.409
1000,0.361
1001,0.332
1002,0.314
1003,0.296
1004,0.282
1005,0.272
1006,0.268
1007,0.261
1008,0.638
1009,1.420
1010,0.790
1011,0.534
1012,0.433
1013,0.380
1014,0.344
1015,0.332
1016,0.310
1017,0.290
1018,0.277
1019,0.269
1020,0.266
1021,0.262
1022,0.260
1023,0.373
1024,1.200
1025,0.570
1026,0.426
1027,1.670
1028,0.916
1029,0.619
1030,0.536
1031,2.440
1032,3.010
1033,1.980
1034,2.120
1035,1.310
1036,0.988
1037,0.944
1038,1.260
1039,1.940
1040,1.810
1041,6.280
1042,18.700
1043,17.500
1044,11.000
1045,17.700
1046,11.700
1047,6.510
1048,29.700
1049,41.500
1050,9.030
1051,6.780
1052,18.400
1053,4.980
1054,4.050
1055,2.640
1056,2.090
1057,2.860
1058,6.680
1059,2.610
1060,2.380
1061,6.930
1062,11.700
1063,6.690
1064,6.100
1065,9.630
1066,8.030
1067,21.500
1068,30.400
1069,74.800
1070,19.400
1071,6.700
1072,6.130
1073,34.900
1074,11.500
1075,5.340
1076,5.310
1077,4.960
1078,4.930
1079,4.200
1080,4.010
1081,4.270
1082,6.390
1083,19.900
1084,20.600
1085,20.600
1086,24.800
1087,7.990
1088,11.500
1089,12.200
1090,28.700
1091,5.840
1092,3.990
1093,9.660
1094,21.300
1095,11.500
