date,maximum_temp,minimum_temp
156,18.7,14.4
157,19.4,14.0
158,21.7,14.9
159,19.5,13.7
160,18.2,13.9
161,16.8,11.4
162,14.8,10.2
163,14.6,11.4
164,14.3,10.1
165,15.1,9.9
166,12.4,8.7
167,15.8,11.1
168,17.7,13.9
169,21.9,14.7
170,16.4,12.6
171,20.4,13.5
172,17.3,12.6
173,12.1,10.0
174,13.0,10.1
175,13.5,9.7
176,15.2,11.9
177,16.6,11.7
178,12.2,10.5
179,13.6,10.5
180,14.5,11.2
181,14.1,10.7
182,13.9,10.1
183,13.1,11.1
184,14.9,11.6
185,15.3,12.9
186,19.0,13.3
187,20.5,14.3
188,22.2,16.1
189,25.6,19.5
190,24.7,20.2
191,20.5,16.0
192,24.5,15.8
193,24.0,19.5
194,23.6,16.4
195,20.6,13.9
196,19.1,13.7
197,22.0,16.2
198,22.7,16.9
199,26.2,20.9
200,27.2,18.6
201,22.2,15.9
202,20.7,15.0
203,27.1,18.0
204,22.0,16.3
205,22.3,17.6
206,22.7,16.1
207,20.5,15.1
208,22.6,15.5
209,19.3,12.9
210,19.1,14.3
211,18.6,12.7
212,19.5,13.6
213,22.3,16.2
214,20.8,15.4
215,16.7,13.1
216,19.9,14.7
217,16.2,13.2
218,16.3,11.5
219,18.7,13.6
220,20.5,14.7
221,15.4,12.3
222,15.8,11.3
223,15.5,11.2
224,15.8,11.8
225,16.6,12.3
226,18.4,15.0
227,18.0,15.4
228,17.4,13.1
229,15.9,13.9
230,15.7,11.7
231,16.8,12.8
232,17.7,14.0
233,17.0,14.4
234,21.5,16.4
235,19.6,15.1
236,17.8,11.5
237,21.9,14.4
238,22.7,14.9
239,18.7,13.9
240,17.1,10.4
241,16.1,14.2
242,16.6,11.1
243,14.3,10.1
244,13.6,11.9
245,17.0,14.5
246,19.8,13.1
247,20.5,14.3
248,16.6,11.8
249,10.7,7.9
250,12.9,8.0
251,13.1,9.3
252,14.0,8.1
253,16.2,11.1
254,12.6,10.9
255,18.5,13.4
256,12.8,8.5
257,14.4,8.6
258,14.2,6.0
259,9.8,6.5
260,8.6,7.2
261,11.4,8.1
262,12.7,8.0
263,12.4,8.6
264,16.7,11.1
265,18.5,13.9
266,16.7,12.9
267,19.6,12.7
268,15.8,10.5
269,15.6,10.2
270,17.9,12.5
271,19.3,12.7
272,15.8,9.8
273,15.2,10.6
274,13.9,11.1
275,15.0,12.1
276,17.8,14.5
277,15.9,12.1
278,15.3,10.9
279,14.4,13.4
280,15.3,14.4
281,12.8,10.1
282,10.5,5.2
283,9.0,5.4
284,12.6,8.1
285,12.5,9.7
286,10.9,8.6
287,10.3,8.8
288,12.6,7.1
289,9.9,8.1
290,14.4,8.8
291,13.9,9.4
292,14.4,11.2
293,13.4,10.3
294,15.0,10.4
295,14.4,13.0
296,10.6,6.1
297,13.6,8.8
298,14.2,11.1
299,11.9,8.6
300,11.1,8.1
301,9.1,6.6
302,9.0,6.0
303,11.6,7.8
304,11.1,8.8
305,10.3,5.4
306,8.6,5.0
307,8.5,2.9
308,7.4,2.8
309,7.1,3.2
310,7.9,5.8
311,8.5,6.1
312,8.0,4.7
313,5.1,2.0
314,7.9,3.2
315,11.8,7.0
316,8.4,6.7
317,8.9,6.2
318,7.3,2.8
319,8.2,6.7
320,9.6,8.7
321,9.5,5.7
322,6.6,2.4
323,3.9,-0.6
324,5.1,2.6
325,4.4,2.7
326,4.6,-0.3
327,5.3,0.9
328,6.3,1.6
329,4.5,1.2
330,7.6,6.3
331,9.4,7.6
332,8.0,4.8
333,6.3,4.8
334,6.8,2.2
335,8.7,4.2
336,7.2,6.0
337,8.5,7.0
338,5.4,4.0
339,7.6,0.3
340,3.4,1.7
341,7.3,6.0
342,10.1,8.4
343,9.9,8.1
344,9.5,7.2
345,8.9,4.4
346,10.5,7.2
347,11.3,6.7
348,10.2,5.9
349,10.5,4.7
350,6.4,4.0
351,5.9,2.7
352,9.7,4.3
353,4.4,1.3
354,9.3,5.7
355,9.4,3.4
356,4.0,1.9
357,9.2,2.5
358,5.4,2.3
359,6.5,2.5
360,4.8,1.9
361,6.8,4.9
362,5.2,3.9
363,5.7,3.4
364,8.5,2.8
365,6.5,3.1
366,9.4,3.9
367,7.0,5.0
368,6.7,4.9
369,4.6,2.0
370,7.2,2.8
371,8.6,5.3
372,8.2,6.8
373,7.3,5.1
374,5.4,3.7
375,7.4,4.2
376,4.1,2.1
377,4.3,1.6
378,6.5,2.8
379,4.0,1.4
380,8.4,6.5
381,6.4,4.4
382,5.4,3.5
383,8.1,4.1
384,5.7,2.9
385,5.7,3.4
386,4.6,2.7
387,6.9,4.8
388,3.2,0.8
389,5.0,2.8
390,8.3,2.8
391,6.0,1.7
392,5.1,3.9
393,4.8,2.3
394,4.7,2.3
395,2.8,0.0
396,4.3,0.1
397,6.8,0.9
398,6.2,4.5
399,6.7,4.7
400,5.3,2.4
401,6.8,3.2
402,6.1,3.4
403,5.4,2.5
404,6.1,3.1
405,6.2,4.1
406,5.9,1.3
407,4.7,0.8
408,5.8,1.2
409,4.8,1.5
410,6.6,1.8
411,5.3,0.4
412,6.1,2.7
413,7.9,4.7
414,6.6,5.0
415,8.2,5.5
416,6.9,3.0
417,5.5,3.1
418,7.2,5.1
419,9.2,5.5
420,7.3,3.4
421,7.8,4.8
422,5.9,3.7
423,6.1,2.5
424,7.4,1.6
425,6.5,1.8
426,7.7,3.8
427,7.4,2.4
428,8.5,4.4
429,7.5,5.8
430,10.7,7.3
431,7.5,2.3
432,10.2,6.2
433,9.9,8.4
434,10.3,3.8
435,13.4,5.1
436,14.3,5.3
437,9.5,1.1
438,10.2,5.2
439,8.9,6.9
440,9.1,7.1
441,9.9,6.9
442,8.0,6.5
443,10.7,7.5
444,8.1,4.1
445,8.0,1.5
446,4.7,0.8
447,8.3,1.9
448,9.8,4.0
449,7.1,5.1
450,7.7,3.3
451,8.0,3.1
452,6.1,3.2
453,11.5,6.5
454,15.9,8.0
455,14.7,8.1
456,13.3,6.7
457,10.2,8.0
458,11.7,7.3
459,11.4,7.6
460,11.2,7.8
461,12.3,8.5
462,8.0,6.0
463,9.4,4.5
464,10.2,7.8
465,10.0,6.3
466,10.2,6.0
467,9.8,6.9
468,8.8,6.7
469,12.5,6.9
470,14.1,8.1
471,12.2,7.9
472,9.8,5.7
473,12.9,6.5
474,13.0,7.0
475,14.7,6.5
476,18.0,11.0
477,10.9,9.1
478,13.9,8.5
479,13.9,9.9
480,12.3,8.0
481,15.6,8.8
482,12.3,8.9
483,13.9,9.6
484,17.4,12.0
485,14.6,9.7
486,8.9,5.3
487,11.7,6.5
488,9.4,6.7
489,10.7,8.3
490,13.9,9.5
491,12.3,9.2
492,9.7,7.7
493,11.7,8.7
494,11.7,6.8
495,11.7,8.9
496,11.0,7.6
497,13.2,6.7
498,13.8,8.6
499,14.7,9.9
500,16.7,10.1
501,16.4,11.7
502,16.8,11.4
503,18.9,13.1
504,20.6,12.2
505,18.5,12.8
506,15.2,9.8
507,11.6,8.1
508,10.8,7.4
509,13.4,10.1
510,14.6,10.2
511,16.2,11.0
512,16.7,11.7
513,13.5,9.7
514,11.3,9.1
515,13.6,9.5
516,17.2,11.6
517,18.1,12.3
518,17.3,12.0
519,14.9,9.7
520,11.8,10.1
521,13.8,9.2
522,19.1,13.6
523,16.3,11.8
524,18.3,13.7
525,18.3,12.2
526,16.8,11.7
527,17.6,12.1
528,18.5,14.0
529,18.3,14.1
530,18.2,15.7
531,18.5,13.9
532,17.9,13.9
533,20.8,17.1
534,23.6,16.8
535,20.2,14.3
536,19.0,13.7
537,18.7,13.5
538,19.0,14.7
539,19.2,14.4
540,17.9,13.5
541,15.3,10.8
542,16.7,10.6
543,15.7,10.8
544,14.7,10.2
545,15.4,10.7
546,18.0,12.9
547,21.4,14.8
548,17.8,13.9
549,17.3,13.7
550,16.8,13.4
551,16.1,10.8
552,17.7,11.2
553,18.3,12.8
554,17.0,11.8
555,21.1,14.9
556,21.4,15.2
557,22.2,16.0
558,21.1,15.2
559,17.9,12.6
560,16.7,13.9
561,18.4,13.3
562,16.4,13.5
563,22.0,15.6
564,20.1,15.9
565,19.8,16.7
566,22.1,16.8
567,20.8,16.0
568,24.9,18.7
569,26.0,18.2
570,25.1,19.0
571,26.9,20.4
572,25.5,14.8
573,16.5,12.6
574,21.9,15.3
575,17.0,13.5
576,17.4,13.2
577,17.7,13.3
578,15.5,13.7
579,18.6,13.6
580,15.6,12.8
581,17.5,11.8
582,21.3,15.3
583,19.3,15.1
584,18.3,11.8
585,18.5,13.0
586,17.6,12.6
587,13.8,11.4
588,15.6,9.9
589,13.8,10.9
590,17.1,12.9
591,16.7,10.6
592,17.2,11.6
593,14.2,11.9
594,12.4,9.9
595,14.1,9.2
596,15.1,9.5
597,14.6,10.1
598,11.9,9.9
599,14.4,9.4
600,15.2,9.8
601,14.7,9.3
602,13.9,12.0
603,16.7,9.6
604,17.6,13.1
605,19.7,12.0
606,16.1,12.9
607,15.3,10.7
608,17.5,12.4
609,15.5,12.3
610,18.1,12.0
611,19.7,15.2
612,20.0,15.7
613,21.0,14.7
614,17.3,11.1
615,16.9,10.5
616,16.9,10.4
617,17.3,10.7
618,20.6,13.4
619,21.2,14.0
620,18.4,13.3
621,18.5,11.9
622,15.3,12.2
623,18.2,13.7
624,19.1,14.1
625,19.4,14.1
626,19.9,14.8
627,18.2,13.9
628,14.9,9.7
629,16.3,9.9
630,16.6,10.1
631,13.7,11.0
632,14.7,9.3
633,15.1,13.6
634,14.8,9.8
635,14.9,11.3
636,15.3,12.9
637,18.7,13.4
638,17.9,13.9
639,14.0,7.3
640,15.2,11.0
641,15.2,14.0
642,11.0,6.4
643,10.8,7.4
644,12.7,5.9
645,11.3,7.2
646,12.0,8.0
647,11.1,8.6
648,11.5,7.8
649,13.8,7.3
650,14.9,7.2
651,11.5,8.7
652,11.6,8.0
653,10.6,8.7
654,14.6,11.0
655,15.0,13.0
656,16.0,13.4
657,13.4,10.8
658,11.5,9.3
659,9.3,5.6
660,11.1,9.1
661,13.5,12.2
662,10.8,7.5
663,11.5,9.5
664,14.1,10.8
665,14.2,13.3
666,14.0,5.3
667,9.8,5.2
668,14.3,10.9
669,16.9,13.8
670,11.6,9.6
671,10.5,6.1
672,9.4,4.4
673,7.4,2.0
674,8.6,1.4
675,8.8,4.6
676,9.7,7.1
677,9.2,6.5
678,8.9,6.4
679,8.5,6.0
680,10.6,8.7
681,12.0,7.7
682,11.9,9.2
683,11.9,5.9
684,10.7,5.8
685,10.1,5.2
686,10.9,6.3
687,10.6,7.9
688,9.7,8.0
689,8.7,5.7
690,7.8,6.0
691,12.3,8.3
692,7.5,3.5
693,8.6,5.3
694,7.5,3.0
695,6.4,4.8
696,7.9,5.8
697,10.5,8.0
698,13.1,8.0
699,10.4,5.5
700,8.3,6.6
701,6.1,2.3
702,5.9,2.4
703,4.5,2.1
704,5.1,0.3
705,8.4,3.1
706,4.2,2.2
707,4.7,1.0
708,10.7,3.5
709,5.1,2.9
710,4.1,1.5
711,3.6,1.2
712,4.6,-0.5
713,7.3,4.2
714,4.7,2.8
715,5.3,2.9
716,10.0,9.2
717,11.5,7.3
718,5.6,3.1
719,7.1,5.2
720,11.5,7.5
721,10.8,9.9
722,9.8,6.5
723,5.6,4.2
724,4.5,2.7
725,3.5,1.4
726,3.9,1.2
727,4.0,-0.5
728,5.2,1.7
729,7.0,4.6
730,9.1,4.8
731,12.3,8.6
732,5.7,3.7
733,5.2,1.1
734,4.5,1.6
735,7.9,5.7
736,5.0,3.6
737,10.1,6.6
738,5.9,4.0
739,12.5,3.5
740,4.3,0.8
741,6.6,2.6
742,8.4,2.3
743,3.7,0.9
744,3.4,0.9
745,4.9,2.2
746,2.3,-0.7
747,2.5,0.1
748,1.9,-1.1
749,1.0,-1.2
750,1.3,-1.2
751,1.4,0.5
752,2.9,-1.6
753,7.9,2.2
754,4.9,2.1
755,8.9,5.5
756,5.2,3.6
757,5.5,4.5
758,2.7,-0.5
759,0.8,-1.0
760,3.1,1.2
761,3.1,0.4
762,1.5,-2.5
763,0.5,-1.4
764,1.8,-3.9
765,2.0,-1.2
766,5.6,0.1
767,3.9,1.6
768,5.7,-0.8
769,6.0,-0.1
770,5.9,3.2
771,5.7,1.8
772,2.9,0.5
773,2.9,1.8
774,6.7,3.2
775,8.4,4.5
776,9.8,3.9
777,5.7,2.4
778,6.6,3.7
779,8.1,6.3
780,7.3,3.5
781,5.1,2.0
782,5.1,1.5
783,6.7,0.3
784,3.9,1.3
785,3.9,0.1
786,7.7,4.7
787,5.6,2.1
788,5.6,2.9
789,8.6,5.5
790,4.7,1.2
791,3.4,-0.9
792,4.6,1.7
793,7.6,3.6
794,7.8,6.2
795,7.9,6.4
796,8.3,7.0
797,7.2,2.5
798,8.9,2.5
799,8.5,3.3
800,8.6,3.8
801,9.7,4.5
802,5.7,3.0
803,4.6,0.7
804,7.1,3.0
805,5.5,3.1
806,5.9,3.3
807,9.0,3.3
808,11.8,4.6
809,8.2,5.4
810,8.6,2.4
811,9.9,3.8
812,9.1,3.5
813,7.1,1.3
814,8.8,3.5
815,8.2,4.2
816,8.3,3.2
817,10.1,5.2
818,5.5,3.3
819,9.2,2.6
820,4.6,0.7
821,5.0,3.3
822,8.9,3.0
823,7.8,5.8
824,12.3,6.5
825,15.8,5.1
826,16.3,4.5
827,12.8,6.6
828,14.7,8.1
829,15.8,10.2
830,18.1,8.3
831,8.9,4.5
832,8.0,0.8
833,9.8,5.9
834,11.9,7.3
835,10.8,4.5
836,12.8,6.7
837,13.0,6.2
838,12.5,5.7
839,10.9,6.3
840,14.7,6.7
841,16.8,9.9
842,18.0,10.4
843,17.8,10.5
844,10.7,7.8
845,9.0,3.1
846,8.4,3.2
847,8.4,1.4
848,7.6,3.4
849,7.4,3.3
850,8.8,4.3
851,8.9,4.6
852,6.6,4.4
853,13.7,6.7
854,12.4,8.6
855,10.4,5.8
856,8.6,6.5
857,9.8,4.5
858,13.2,6.2
859,11.8,6.3
860,12.3,7.9
861,12.5,9.6
862,9.5,7.9
863,13.8,8.1
864,10.1,5.3
865,11.7,8.9
866,10.9,7.1
867,9.9,6.8
868,9.3,5.0
869,11.0,6.3
870,12.0,8.2
871,12.5,8.7
872,13.1,9.7
873,16.5,10.7
874,11.2,7.9
875,12.8,8.0
876,12.7,8.5
877,9.6,7.1
878,9.9,6.9
879,10.2,5.6
880,11.6,7.5
881,9.8,5.0
882,9.9,6.0
883,10.8,7.7
884,13.1,8.0
885,17.5,12.3
886,15.0,9.9
887,12.3,8.6
888,12.7,8.1
889,13.7,8.6
890,14.2,10.8
891,19.3,13.9
892,20.0,14.7
893,21.9,15.1
894,17.3,12.3
895,11.9,7.9
896,15.6,11.8
897,17.5,12.8
898,14.4,10.0
899,12.4,8.3
900,11.5,9.6
901,16.9,12.3
902,11.7,8.3
903,14.2,9.0
904,16.7,11.7
905,16.2,12.8
906,16.5,13.4
907,17.6,13.7
908,17.7,13.7
909,16.8,13.2
910,17.7,13.3
911,25.4,17.1
912,28.7,22.3
913,18.5,12.0
914,22.1,16.4
915,18.6,13.2
916,18.3,11.4
917,14.5,12.3
918,15.8,11.3
919,15.8,11.1
920,14.6,10.6
921,21.0,12.1
922,16.8,12.5
923,15.7,12.0
924,16.4,13.1
925,17.1,11.7
926,17.1,10.8
927,20.3,14.2
928,15.9,12.7
929,13.7,11.5
930,13.8,9.2
931,15.8,13.1
932,15.7,11.1
933,15.2,11.2
934,14.7,11.3
935,15.0,11.9
936,16.2,9.9
937,13.7,10.7
938,13.2,10.5
939,12.1,9.0
940,15.2,11.0
941,14.0,9.9
942,15.7,11.1
943,15.3,11.2
944,17.4,11.9
945,17.6,13.4
946,16.1,12.6
947,18.4,11.8
948,16.5,11.9
949,16.9,11.9
950,17.9,13.3
951,16.2,13.7
952,17.3,12.8
953,16.3,11.4
954,19.5,12.9
955,20.5,15.0
956,14.5,12.9
957,15.3,9.9
958,15.3,11.0
959,18.9,12.3
960,17.7,12.0
961,19.2,13.8
962,17.6,14.7
963,17.7,14.7
964,17.6,13.9
965,22.7,13.8
966,17.6,10.7
967,16.6,12.2
968,16.0,12.7
969,14.9,10.1
970,15.2,12.2
971,16.5,12.4
972,16.4,10.6
973,17.5,11.7
974,15.9,10.1
975,14.4,10.0
976,12.7,9.5
977,15.0,10.4
978,13.8,8.3
979,15.4,9.5
980,19.0,11.0
981,19.0,10.9
982,14.7,9.0
983,18.8,12.9
984,19.2,12.8
985,14.4,9.9
986,16.5,10.5
987,14.1,9.6
988,14.4,9.3
989,14.9,8.1
990,15.6,10.2
991,16.4,10.6
992,16.5,10.7
993,13.6,11.9
994,14.1,9.8
995,14.2,10.3
996,12.9,10.4
997,13.1,9.1
998,13.0,9.4
999,14.9,9.3
1000,17.1,9.3
1001,17.6,11.8
1002,18.7,10.9
1003,17.0,10.6
1004,19.2,8.9
1005,16.7,9.4
1006,12.2,6.1
1007,11.2,7.4
1008,16.0,9.7
1009,18.9,13.0
1010,11.4,8.5
1011,14.1,9.3
1012,12.9,11.1
1013,14.8,8.4
1014,12.2,7.8
1015,12.0,7.5
1016,12.8,8.1
1017,12.1,6.0
1018,12.9,6.7
1019,10.4,6.3
1020,10.7,6.3
1021,10.7,8.0
1022,11.0,8.0
1023,11.7,7.3
1024,13.2,12.0
1025,11.2,8.9
1026,10.9,9.4
1027,8.9,6.2
1028,10.1,7.5
1029,12.9,8.4
1030,14.4,11.3
1031,11.7,8.7
1032,11.6,6.9
1033,14.2,8.8
1034,12.3,11.6
1035,17.4,11.3
1036,15.4,8.6
1037,8.1,4.8
1038,11.2,9.3
1039,12.7,9.0
1040,13.4,10.8
1041,10.4,9.0
1042,13.2,6.8
1043,14.3,10.4
1044,14.4,13.0
1045,12.6,9.1
1046,12.6,8.6
1047,6.4,3.2
1048,7.4,5.9
1049,13.4,11.8
1050,7.9,5.7
1051,12.0,5.7
1052,10.8,6.6
1053,8.2,5.2
1054,5.2,1.6
1055,2.1,-1.3
1056,5.5,0.6
1057,8.1,3.9
1058,6.5,5.5
1059,8.4,6.7
1060,10.3,7.6
1061,9.9,2.1
1062,6.7,4.3
1063,9.9,2.3
1064,2.9,1.5
1065,12.1,4.7
1066,11.3,4.4
1067,10.7,3.0
1068,10.5,7.1
1069,10.3,9.3
1070,6.8,3.4
1071,11.9,8.0
1072,9.7,5.2
1073,10.2,8.5
1074,6.5,4.3
1075,5.6,3.9
1076,3.4,0.7
1077,4.4,0.2
1078,6.9,4.6
1079,10.7,7.3
1080,11.3,10.1
1081,12.3,9.9
1082,12.0,10.1
1083,13.4,10.6
1084,9.4,6.5
1085,9.2,5.3
1086,11.2,7.5
1087,8.0,5.9
1088,7.2,3.6
1089,5.0,2.1
1090,11.7,6.1
1091,8.8,3.3
1092,13.1,8.4
1093,8.2,6.7
1094,11.2,4.1
1095,5.8,3.2
