date,rainfall_mm
229,38.300
230,0.400
231,0.100
232,7.600
233,1.200
234,0.300
235,1.900
236,0.000
237,0.000
238,0.000
239,0.000
240,0.100
241,0.100
242,3.200
243,1.400
244,0.400
245,0.000
246,0.000
247,0.000
248,0.500
249,25.000
250,12.100
251,14.100
252,2.100
253,0.000
254,8.000
255,8.000
256,2.700
257,5.800
258,42.500
259,19.600
260,7.000
261,5.200
262,4.600
263,0.100
264,0.100
265,0.000
266,0.200
267,0.000
268,0.000
269,0.400
270,0.000
271,0.000
272,0.000
273,0.000
274,3.200
275,9.600
276,19.200
277,4.300
278,0.500
279,15.600
280,12.600
281,0.800
282,1.400
283,0.000
284,0.000
285,0.000
286,0.700
287,0.200
288,0.000
289,10.700
290,0.000
291,8.000
292,14.400
293,11.400
294,47.000
295,22.800
296,5.700
297,6.800
298,5.400
299,29.600
300,8.300
301,4.800
302,9.700
303,21.200
304,1.500
305,0.000
306,29.400
307,2.800
308,6.600
309,2.500
310,4.900
311,0.300
312,9.400
313,4.700
314,4.200
315,2.300
316,0.000
317,15.600
318,0.400
319,0.000
320,1.300
321,32.400
322,1.600
323,14.800
324,0.500
325,0.200
326,0.000
327,0.300
328,0.000
329,0.200
330,1.400
331,0.000
332,4.100
333,0.100
334,1.400
335,0.100
336,0.000
337,5.800
338,1.200
339,5.600
340,8.300
341,6.900
342,9.200
343,0.100
344,0.000
345,2.900
346,14.200
347,4.900
348,35.800
349,22.200
350,0.100
351,8.600
352,23.200
353,5.100
354,41.500
355,31.100
356,4.300
357,60.800
358,6.800
359,0.900
360,15.700
361,3.700
362,0.000
363,51.400
364,19.900
365,17.800
366,22.800
367,9.700
368,4.500
369,5.200
370,14.700
371,12.400
372,3.400
373,8.100
374,0.900
375,18.700
376,0.200
377,10.300
378,12.200
379,20.600
380,13.200
381,2.100
382,7.800
383,10.800
384,1.100
385,0.200
386,18.400
387,15.000
388,3.800
389,2.600
390,15.400
391,18.600
392,15.300
393,6.600
394,0.300
395,0.000
396,18.300
397,22.200
398,0.900
399,6.700
400,10.600
401,18.000
402,0.700
403,17.600
404,29.700
405,1.500
406,4.900
407,1.400
408,31.600
409,6.800
410,26.300
411,12.800
412,0.400
413,12.300
414,13.700
415,14.200
416,10.400
417,11.800
418,22.900
419,38.100
420,7.600
421,7.800
422,28.400
423,2.400
424,1.700
425,15.800
426,13.100
427,0.000
428,0.000
429,6.200
430,69.600
431,0.000
432,0.000
433,3.400
434,0.100
435,0.000
436,0.100
437,0.000
438,0.400
439,0.000
440,0.200
441,5.700
442,7.300
443,0.000
444,25.600
445,14.700
446,6.900
447,0.100
448,3.300
449,0.600
450,0.300
451,5.900
452,1.900
453,0.000
454,0.000
455,7.600
456,0.000
457,2.000
458,6.900
459,0.800
460,29.400
461,15.500
462,9.500
463,3.100
464,1.200
465,2.300
466,0.000
467,0.600
468,0.800
469,0.000
470,0.000
471,0.700
472,0.000
473,0.000
474,0.000
475,0.000
476,0.100
477,2.100
478,2.600
479,0.300
480,5.800
481,0.700
482,1.100
483,0.000
484,0.000
485,8.500
486,0.400
487,0.000
488,3.700
489,1.000
490,6.900
491,5.700
492,12.200
493,9.600
494,15.300
495,6.500
496,8.100
497,0.500
498,0.000
499,0.900
500,0.000
501,0.000
502,0.000
503,0.500
504,8.000
505,4.600
506,0.000
507,0.800
508,0.800
509,2.000
510,6.900
511,0.200
512,0.100
513,7.300
514,0.000
515,0.000
516,0.000
517,3.600
518,1.200
519,0.000
520,12.100
521,0.000
522,0.000
523,7.200
524,0.100
525,10.700
526,3.200
527,0.000
528,0.000
529,0.000
530,0.100
531,0.100
532,0.000
533,0.000
534,0.000
535,0.000
536,0.000
537,0.000
538,0.000
539,0.000
540,3.000
541,1.300
542,0.000
543,0.000
544,0.000
545,0.000
546,0.000
547,0.000
548,5.800
549,17.000
550,44.400
551,0.000
552,1.200
553,2.900
554,0.200
555,0.000
556,0.000
557,0.000
558,8.900
559,0.300
560,10.900
561,0.700
562,16.400
563,0.000
564,0.100
565,5.000
566,0.000
567,0.000
568,0.000
569,0.000
570,0.000
571,0.000
572,6.800
573,3.800
574,0.500
575,2.000
576,6.400
577,1.900
578,7.800
579,16.000
580,9.600
581,0.000
582,16.900
583,0.500
584,0.000
585,7.400
586,6.800
587,30.900
588,7.000
589,20.000
590,4.400
591,3.100
592,0.300
593,19.300
594,9.300
595,4.100
596,0.000
597,4.300
598,8.100
599,0.100
600,0.400
601,0.100
602,0.000
603,0.000
604,1.500
605,29.500
606,1.200
607,0.000
608,4.500
609,0.000
610,0.000
611,0.000
612,0.000
613,2.300
614,0.000
615,0.000
616,0.000
617,0.000
618,0.000
619,0.000
620,0.000
621,0.000
622,0.000
623,0.100
624,0.000
625,0.000
626,0.000
627,0.000
628,0.000
629,0.000
630,0.600
631,14.500
632,1.100
633,5.000
634,0.000
635,0.000
636,0.000
637,0.000
638,5.100
639,3.800
640,0.000
641,95.400
642,2.500
643,31.000
644,4.100
645,9.500
646,24.800
647,18.500
648,12.000
649,1.100
650,0.100
651,0.000
652,0.000
653,4.300
654,7.500
655,19.900
656,1.800
657,10.500
658,32.700
659,0.800
660,4.000
661,4.800
662,3.500
663,3.300
664,10.000
665,13.400
666,26.100
667,3.500
668,1.400
669,13.700
670,24.600
671,27.800
672,20.500
673,11.800
674,0.700
675,29.500
676,3.900
677,13.800
678,0.500
679,3.200
680,6.700
681,4.100
682,7.700
683,9.700
684,0.000
685,4.300
686,0.200
687,0.000
688,0.000
689,0.200
690,5.700
691,6.000
692,0.000
693,0.000
694,0.200
695,0.100
696,0.100
697,0.000
698,1.300
699,0.100
700,2.700
701,0.000
702,0.100
703,0.000
704,2.200
705,31.700
706,5.100
707,1.200
708,28.800
709,4.700
710,1.100
711,3.200
712,10.500
713,14.700
714,2.500
715,15.300
716,11.400
717,11.400
718,5.300
719,5.000
720,19.100
721,32.700
722,27.600
723,3.700
724,2.900
725,2.500
726,0.100
727,0.100
728,0.200
729,0.000
730,22.400
731,28.400
732,4.500
733,0.800
734,1.000
735,16.800
736,10.300
737,47.300
738,11.200
739,35.700
740,2.400
741,22.200
742,2.500
743,0.200
744,37.000
745,10.000
746,5.900
747,4.700
748,2.400
749,0.700
750,0.400
751,0.200
752,0.200
753,23.400
754,0.000
755,15.500
756,3.300
757,22.800
758,6.900
759,3.900
760,3.000
761,0.200
762,0.000
763,0.000
764,0.100
765,0.000
766,0.000
767,0.000
768,0.000
769,0.300
770,0.000
771,0.000
772,2.000
773,0.300
774,6.400
775,0.100
776,15.800
777,0.000
778,3.600
779,28.000
780,1.600
781,1.400
782,3.400
783,20.900
784,8.900
785,10.100
786,38.800
787,0.000
788,14.600
789,14.000
790,2.200
791,3.000
792,2.800
793,0.000
794,0.200
795,12.700
796,20.500
797,0.000
798,8.700
799,0.000
800,14.400
801,41.100
802,0.000
803,0.000
804,0.000
805,0.000
806,0.000
807,0.000
808,0.100
809,0.100
810,0.000
811,2.400
812,0.100
813,0.400
814,8.800
815,0.200
816,16.300
817,16.500
818,4.400
819,27.800
820,7.300
821,4.000
822,2.000
823,3.100
824,0.100
825,0.100
826,0.000
827,0.000
828,0.000
829,0.000
830,9.400
831,9.900
832,12.300
833,0.200
834,4.200
835,0.800
836,0.000
837,0.000
838,0.000
839,0.900
840,0.000
841,0.000
842,0.000
843,0.000
844,5.500
845,1.300
846,0.100
847,7.600
848,18.400
849,9.900
850,0.900
851,0.000
852,11.700
853,3.300
854,8.500
855,22.300
856,5.800
857,0.000
858,27.900
859,0.600
860,32.800
861,2.500
862,2.000
863,0.000
864,0.000
865,9.600
866,0.000
867,29.800
868,6.800
869,0.900
870,0.100
871,1.000
872,0.400
873,5.000
874,0.100
875,0.000
876,0.000
877,20.600
878,7.900
879,0.100
880,8.900
881,4.000
882,39.000
883,1.200
884,0.000
885,0.000
886,2.200
887,0.100
888,0.000
889,0.000
890,0.000
891,0.000
892,0.000
893,0.000
894,0.000
895,0.000
896,0.000
897,6.400
898,2.000
899,0.200
900,3.100
901,1.400
902,7.200
903,0.100
904,0.000
905,0.400
906,3.200
907,0.700
908,15.700
909,1.300
910,0.000
911,0.000
912,2.600
913,1.000
914,16.000
915,0.000
916,3.200
917,15.300
918,11.000
919,1.800
920,0.400
921,4.400
922,15.200
923,4.100
924,1.700
925,0.000
926,0.000
927,7.200
928,0.000
929,26.900
930,0.800
931,4.900
932,1.400
933,0.300
934,0.300
935,0.000
936,0.000
937,7.100
938,12.800
939,5.000
940,0.400
941,1.900
942,14.200
943,1.200
944,1.500
945,6.300
946,4.100
947,14.800
948,0.000
949,0.000
950,5.300
951,4.200
952,2.100
953,0.000
954,0.000
955,18.200
956,9.500
957,0.100
958,0.200
959,0.000
960,0.300
961,8.300
962,10.700
963,5.600
964,13.300
965,11.400
966,0.100
967,13.800
968,4.500
969,7.600
970,2.100
971,0.400
972,0.000
973,1.800
974,1.400
975,0.100
976,0.000
977,0.900
978,0.000
979,0.000
980,0.100
981,0.000
982,0.000
983,0.000
984,11.500
985,9.400
986,0.000
987,0.600
988,0.200
989,0.000
990,17.700
991,0.000
992,0.000
993,23.100
994,2.900
995,0.000
996,5.300
997,5.400
998,0.100
999,0.100
1000,0.000
1001,0.100
1002,0.100
1003,0.000
1004,0.000
1005,0.000
1006,0.000
1007,0.300
1008,11.700
1009,0.600
1010,0.500
1011,0.100
1012,0.100
1013,0.000
1014,1.100
1015,0.100
1016,0.000
1017,0.000
1018,0.000
1019,0.100
1020,0.000
1021,0.600
1022,3.700
1023,22.600
1024,3.600
1025,0.100
1026,15.600
1027,4.800
1028,0.200
1029,0.000
1030,7.100
1031,12.600
1032,4.400
1033,6.700
1034,3.000
1035,0.300
1036,0.300
1037,5.400
1038,0.900
1039,9.400
1040,11.700
1041,13.500
1042,46.500
1043,29.500
1044,28.800
1045,20.800
1046,17.100
1047,1.500
1048,82.100
1049,26.800
1050,0.800
1051,23.000
1052,19.100
1053,3.800
1054,6.100
1055,1.400
1056,0.100
1057,17.900
1058,10.200
1059,0.300
1060,6.800
1061,18.600
1062,22.200
1063,8.700
1064,14.900
1065,16.900
1066,6.300
1067,42.600
1068,64.000
1069,72.100
1070,0.900
1071,5.000
1072,21.000
1073,30.100
1074,4.700
1075,2.300
1076,12.600
1077,2.200
1078,0.300
1079,4.800
1080,8.500
1081,3.200
1082,28.300
1083,45.200
1084,20.800
1085,46.500
1086,3.700
1087,22.200
1088,1.300
1089,23.700
1090,29.300
1091,0.800
1092,9.100
1093,36.600
1094,13.700
1095,19.500
