date,daily_flow_cumecs
2013-07-20,0.840
2013-07-21,0.852
2013-07-22,0.818
2013-07-23,0.997
2013-07-24,0.981
2013-07-25,1.080
2013-07-26,0.919
2013-07-27,1.270
2013-07-28,3.510
2013-07-29,5.850
2013-07-30,5.240
2013-07-31,6.980
2013-08-01,10.300
2013-08-02,8.720
2013-08-03,6.320
2013-08-04,8.840
2013-08-05,36.900
2013-08-06,16.600
2013-08-07,10.000
2013-08-08,7.060
2013-08-09,5.590
2013-08-10,4.360
2013-08-11,3.730
2013-08-12,3.430
2013-08-13,2.860
2013-08-14,3.050
2013-08-15,7.430
2013-08-16,11.900
2013-08-17,21.500
2013-08-18,19.100
2013-08-19,11.400
2013-08-20,7.640
2013-08-21,6.150
2013-08-22,4.860
2013-08-23,3.920
2013-08-24,3.210
2013-08-25,2.680
2013-08-26,2.270
2013-08-27,1.930
2013-08-28,1.640
2013-08-29,1.430
2013-08-30,1.350
2013-08-31,1.140
2013-09-01,1.060
2013-09-02,1.030
2013-09-03,1.020
2013-09-04,0.944
2013-09-05,0.779
2013-09-06,1.850
2013-09-07,2.700
2013-09-08,4.160
2013-09-09,4.660
2013-09-10,3.890
2013-09-11,3.960
2013-09-12,4.080
2013-09-13,3.970
2013-09-14,3.550
2013-09-15,14.100
2013-09-16,17.600
2013-09-17,18.500
2013-09-18,13.300
2013-09-19,10.000
2013-09-20,7.490
2013-09-21,5.780
2013-09-22,4.600
2013-09-23,3.810
2013-09-24,3.250
2013-09-25,2.810
2013-09-26,2.370
2013-09-27,2.080
2013-09-28,1.890
2013-09-29,1.680
2013-09-30,1.490
2013-10-01,1.380
2013-10-02,1.300
2013-10-03,1.790
2013-10-04,3.090
2013-10-05,2.850
2013-10-06,2.960
2013-10-07,4.530
2013-10-08,5.620
2013-10-09,4.950
2013-10-10,3.910
2013-10-11,3.210
2013-10-12,2.670
2013-10-13,2.300
2013-10-14,2.030
2013-10-15,1.890
2013-10-16,2.080
2013-10-17,1.910
2013-10-18,2.070
2013-10-19,2.490
2013-10-20,4.700
2013-10-21,10.600
2013-10-22,28.500
2013-10-23,23.700
2013-10-24,15.400
2013-10-25,11.700
2013-10-26,13.000
2013-10-27,17.700
2013-10-28,14.600
2013-10-29,11.400
2013-10-30,14.100
2013-10-31,13.500
2013-11-01,9.840
2013-11-02,10.700
2013-11-03,13.300
2013-11-04,11.000
2013-11-05,9.320
2013-11-06,7.400
2013-11-07,6.090
2013-11-08,5.460
2013-11-09,7.060
2013-11-10,5.470
2013-11-11,5.080
2013-11-12,4.360
2013-11-13,5.160
2013-11-14,5.270
2013-11-15,4.730
2013-11-16,4.180
2013-11-17,6.360
2013-11-18,9.810
2013-11-19,8.860
2013-11-20,8.860
2013-11-21,7.150
2013-11-22,5.840
2013-11-23,4.800
2013-11-24,4.000
2013-11-25,3.390
2013-11-26,2.960
2013-11-27,2.660
2013-11-28,2.400
2013-11-29,2.360
2013-11-30,2.120
2013-12-01,1.960
2013-12-02,1.840
2013-12-03,1.800
2013-12-04,1.780
2013-12-05,1.780
2013-12-06,1.780
2013-12-07,2.310
2013-12-08,3.660
2013-12-09,4.050
2013-12-10,3.810
2013-12-11,3.290
2013-12-12,3.460
2013-12-13,4.920
2013-12-14,14.100
2013-12-15,15.300
2013-12-16,15.000
2013-12-17,11.100
2013-12-18,14.900
2013-12-19,14.800
2013-12-20,24.600
2013-12-21,34.000
2013-12-22,22.600
2013-12-23,35.100
2013-12-24,33.000
2013-12-25,17.600
2013-12-26,12.600
2013-12-27,10.700
2013-12-28,8.040
2013-12-29,10.300
2013-12-30,38.100
2013-12-31,27.200
2014-01-01,22.300
2014-01-02,19.300
2014-01-03,14.400
2014-01-04,11.000
2014-01-05,10.900
2014-01-06,11.900
2014-01-07,10.600
2014-01-08,8.560
2014-01-09,7.470
2014-01-10,8.670
2014-01-11,8.370
2014-01-12,7.290
2014-01-13,8.210
2014-01-14,8.870
2014-01-15,15.300
2014-01-16,14.500
2014-01-17,11.300
2014-01-18,9.480
2014-01-19,8.640
2014-01-20,7.060
2014-01-21,7.810
2014-01-22,9.110
2014-01-23,10.900
2014-01-24,9.070
2014-01-25,8.310
2014-01-26,13.000
2014-01-27,13.900
2014-01-28,13.500
2014-01-29,11.100
2014-01-30,8.500
2014-01-31,9.120
2014-02-01,14.500
2014-02-02,12.900
2014-02-03,9.440
2014-02-04,8.730
2014-02-05,10.100
2014-02-06,9.900
2014-02-07,9.640
2014-02-08,16.500
2014-02-09,16.900
2014-02-10,12.200
2014-02-11,8.980
2014-02-12,12.900
2014-02-13,11.900
2014-02-14,13.800
2014-02-15,17.100
2014-02-16,13.400
2014-02-17,10.600
2014-02-18,11.900
2014-02-19,11.400
2014-02-20,14.900
2014-02-21,14.100
2014-02-22,13.300
2014-02-23,24.500
2014-02-24,32.400
2014-02-25,21.200
2014-02-26,18.300
2014-02-27,17.500
2014-02-28,13.100
2014-03-01,11.200
2014-03-02,12.000
2014-03-03,11.200
2014-03-04,8.820
2014-03-05,6.910
2014-03-06,17.300
2014-03-07,34.600
2014-03-08,19.100
2014-03-09,10.800
2014-03-10,7.560
2014-03-11,5.630
2014-03-12,4.410
2014-03-13,3.600
2014-03-14,3.020
2014-03-15,2.570
2014-03-16,2.240
2014-03-17,2.020
2014-03-18,2.390
2014-03-19,2.560
2014-03-20,5.580
2014-03-21,6.670
2014-03-22,6.720
2014-03-23,5.910
2014-03-24,5.030
2014-03-25,4.320
2014-03-26,3.660
2014-03-27,3.260
2014-03-28,2.910
2014-03-29,2.550
2014-03-30,2.070
2014-03-31,2.000
2014-04-01,2.080
2014-04-02,1.920
2014-04-03,1.730
2014-04-04,1.910
2014-04-05,3.190
2014-04-06,12.100
2014-04-07,12.600
2014-04-08,9.380
2014-04-09,7.260
2014-04-10,5.720
2014-04-11,4.640
2014-04-12,3.660
2014-04-13,3.080
2014-04-14,2.630
2014-04-15,2.290
2014-04-16,2.060
2014-04-17,1.680
2014-04-18,1.540
2014-04-19,1.430
2014-04-20,1.330
2014-04-21,1.210
2014-04-22,1.150
2014-04-23,1.120
2014-04-24,1.020
2014-04-25,1.060
2014-04-26,1.050
2014-04-27,0.926
2014-04-28,0.882
2014-04-29,0.840
2014-04-30,0.930
2014-05-01,1.070
2014-05-02,0.897
2014-05-03,0.867
2014-05-04,0.853
2014-05-05,0.855
2014-05-06,1.010
2014-05-07,1.250
2014-05-08,1.610
2014-05-09,2.320
2014-05-10,3.870
2014-05-11,4.360
2014-05-12,4.180
2014-05-13,3.430
2014-05-14,2.810
2014-05-15,2.380
2014-05-16,2.040
2014-05-17,1.820
2014-05-18,1.410
2014-05-19,1.480
2014-05-20,1.530
2014-05-21,1.360
2014-05-22,1.200
2014-05-23,1.110
2014-05-24,1.000
2014-05-25,0.998
2014-05-26,1.010
2014-05-27,0.910
2014-05-28,0.937
2014-05-29,0.974
2014-05-30,0.825
2014-05-31,0.750
2014-06-01,0.774
2014-06-02,0.733
2014-06-03,0.654
2014-06-04,0.947
2014-06-05,0.982
2014-06-06,0.944
2014-06-07,0.960
2014-06-08,0.878
2014-06-09,0.893
2014-06-10,1.060
2014-06-11,0.915
2014-06-12,0.832
2014-06-13,0.754
2014-06-14,0.740
2014-06-15,0.734
2014-06-16,0.702
2014-06-17,0.681
2014-06-18,0.657
2014-06-19,0.634
2014-06-20,0.764
2014-06-21,0.760
2014-06-22,0.731
2014-06-23,0.699
2014-06-24,0.631
2014-06-25,0.585
2014-06-26,0.552
2014-06-27,0.621
2014-06-28,0.634
2014-06-29,0.614
2014-06-30,0.576
2014-07-01,0.562
2014-07-02,0.554
2014-07-03,0.565
2014-07-04,2.110
2014-07-05,4.470
2014-07-06,4.490
2014-07-07,3.450
2014-07-08,2.560
2014-07-09,1.940
2014-07-10,1.510
2014-07-11,1.210
2014-07-12,1.170
2014-07-13,1.030
2014-07-14,1.120
2014-07-15,1.030
2014-07-16,1.670
2014-07-17,2.330
2014-07-18,2.090
2014-07-19,1.810
2014-07-20,1.510
2014-07-21,1.250
2014-07-22,1.070
2014-07-23,0.984
2014-07-24,0.800
2014-07-25,0.682
2014-07-26,0.687
2014-07-27,0.663
2014-07-28,0.621
2014-07-29,0.612
2014-07-30,0.651
2014-07-31,0.780
2014-08-01,0.713
2014-08-02,0.931
2014-08-03,2.050
2014-08-04,2.780
2014-08-05,2.770
2014-08-06,2.940
2014-08-07,2.340
2014-08-08,2.230
2014-08-09,2.050
2014-08-10,5.040
2014-08-11,7.060
2014-08-12,7.610
2014-08-13,8.330
2014-08-14,7.230
2014-08-15,5.570
2014-08-16,4.770
2014-08-17,8.360
2014-08-18,8.020
2014-08-19,6.170
2014-08-20,4.720
2014-08-21,4.190
2014-08-22,3.490
2014-08-23,2.920
2014-08-24,2.520
2014-08-25,2.370
2014-08-26,1.670
2014-08-27,1.630
2014-08-28,1.960
2014-08-29,4.200
2014-08-30,3.470
2014-08-31,3.050
2014-09-01,2.650
2014-09-02,2.290
2014-09-03,2.040
2014-09-04,3.540
2014-09-05,1.300
2014-09-06,1.130
2014-09-07,1.100
2014-09-08,1.090
2014-09-09,1.050
2014-09-10,1.020
2014-09-11,0.996
2014-09-12,0.978
2014-09-13,0.964
2014-09-14,0.924
2014-09-15,0.892
2014-09-16,0.882
2014-09-17,0.841
2014-09-18,0.833
2014-09-19,0.804
2014-09-20,0.780
2014-09-21,0.748
2014-09-22,0.736
2014-09-23,0.838
2014-09-24,0.948
2014-09-25,0.998
2014-09-26,0.965
2014-09-27,0.936
2014-09-28,0.912
2014-09-29,0.894
2014-09-30,0.895
2014-10-01,0.916
2014-10-02,0.892
2014-10-03,11.900
2014-10-04,23.600
2014-10-05,14.400
2014-10-06,19.600
2014-10-07,14.000
2014-10-08,14.300
2014-10-09,20.000
2014-10-10,19.500
2014-10-11,14.200
2014-10-12,9.650
2014-10-13,6.890
2014-10-14,5.150
2014-10-15,4.200
2014-10-16,3.580
2014-10-17,4.320
2014-10-18,6.870
2014-10-19,6.070
2014-10-20,10.100
2014-10-21,15.800
2014-10-22,11.800
2014-10-23,8.480
2014-10-24,6.570
2014-10-25,5.510
2014-10-26,5.180
2014-10-27,5.880
2014-10-28,15.400
2014-10-29,14.400
2014-10-30,10.200
2014-10-31,8.200
2014-11-01,11.100
2014-11-02,15.000
2014-11-03,25.600
2014-11-04,21.100
2014-11-05,14.400
2014-11-06,13.300
2014-11-07,16.200
2014-11-08,14.900
2014-11-09,12.600
2014-11-10,9.610
2014-11-11,7.700
2014-11-12,6.800
2014-11-13,5.910
2014-11-14,7.020
2014-11-15,6.420
2014-11-16,5.540
2014-11-17,4.920
2014-11-18,4.060
2014-11-19,3.350
2014-11-20,2.830
2014-11-21,2.670
2014-11-22,2.550
2014-11-23,2.550
2014-11-24,2.330
2014-11-25,2.120
2014-11-26,1.970
2014-11-27,1.830
2014-11-28,1.680
2014-11-29,1.560
2014-11-30,1.470
2014-12-01,1.420
2014-12-02,1.370
2014-12-03,1.290
2014-12-04,1.220
2014-12-05,1.180
2014-12-06,3.540
2014-12-07,5.250
2014-12-08,5.130
2014-12-09,10.700
2014-12-10,12.100
2014-12-11,8.900
2014-12-12,6.500
2014-12-13,5.190
2014-12-14,8.120
2014-12-15,8.420
2014-12-16,8.130
2014-12-17,9.700
2014-12-18,13.400
2014-12-19,12.000
2014-12-20,9.390
2014-12-21,8.600
2014-12-22,16.600
2014-12-23,31.400
2014-12-24,23.200
2014-12-25,13.600
2014-12-26,9.560
2014-12-27,6.990
2014-12-28,5.380
2014-12-29,4.390
2014-12-30,3.730
2014-12-31,4.850
2015-01-01,15.400
2015-01-02,15.700
2015-01-03,11.200
2015-01-04,7.790
2015-01-05,6.320
2015-01-06,7.630
2015-01-07,31.100
2015-01-08,28.200
2015-01-09,22.900
2015-01-10,23.800
2015-01-11,17.500
2015-01-12,15.200
2015-01-13,11.600
2015-01-14,17.400
2015-01-15,18.700
2015-01-16,13.500
2015-01-17,10.600
2015-01-18,7.880
2015-01-19,6.070
2015-01-20,4.840
2015-01-21,3.960
2015-01-22,3.350
2015-01-23,6.730
2015-01-24,6.950
2015-01-25,7.360
2015-01-26,7.840
2015-01-27,8.250
2015-01-28,12.900
2015-01-29,10.800
2015-01-30,7.970
2015-01-31,6.070
2015-02-01,4.700
2015-02-02,3.830
2015-02-03,3.160
2015-02-04,2.690
2015-02-05,2.370
2015-02-06,2.140
2015-02-07,1.940
2015-02-08,1.770
2015-02-09,1.750
2015-02-10,1.690
2015-02-11,1.600
2015-02-12,1.610
2015-02-13,1.590
2015-02-14,1.540
2015-02-15,1.760
2015-02-16,2.340
2015-02-17,2.350
2015-02-18,4.620
2015-02-19,8.380
2015-02-20,7.150
2015-02-21,5.630
2015-02-22,8.920
2015-02-23,8.750
2015-02-24,8.370
2015-02-25,10.700
2015-02-26,21.600
2015-02-27,14.500
2015-02-28,15.800
2015-03-01,13.900
2015-03-02,10.100
2015-03-03,7.130
2015-03-04,5.420
2015-03-05,4.420
2015-03-06,4.110
2015-03-07,5.530
2015-03-08,8.240
2015-03-09,8.140
2015-03-10,6.790
2015-03-11,7.690
2015-03-12,18.100
2015-03-13,17.800
2015-03-14,11.300
2015-03-15,7.860
2015-03-16,5.850
2015-03-17,4.540
2015-03-18,3.660
2015-03-19,3.020
2015-03-20,2.570
2015-03-21,2.210
2015-03-22,2.020
2015-03-23,1.790
2015-03-24,1.610
2015-03-25,1.630
2015-03-26,1.560
2015-03-27,1.520
2015-03-28,3.750
2015-03-29,4.910
2015-03-30,9.280
2015-03-31,10.700
2015-04-01,8.580
2015-04-02,6.610
2015-04-03,5.610
2015-04-04,4.530
2015-04-05,3.730
2015-04-06,3.160
2015-04-07,2.680
2015-04-08,2.360
2015-04-09,2.100
2015-04-10,2.030
2015-04-11,2.030
2015-04-12,4.330
2015-04-13,3.370
2015-04-14,2.900
2015-04-15,2.700
2015-04-16,2.390
2015-04-17,2.130
2015-04-18,1.840
2015-04-19,1.650
2015-04-20,1.510
2015-04-21,1.380
2015-04-22,1.290
2015-04-23,1.200
2015-04-24,1.320
2015-04-25,1.160
2015-04-26,1.080
2015-04-27,1.260
2015-04-28,1.600
2015-04-29,2.380
2015-04-30,2.530
2015-05-01,2.340
2015-05-02,2.320
2015-05-03,2.760
2015-05-04,2.640
2015-05-05,4.610
2015-05-06,8.920
2015-05-07,7.530
2015-05-08,8.890
2015-05-09,9.220
2015-05-10,10.900
2015-05-11,16.300
2015-05-12,11.700
2015-05-13,8.150
2015-05-14,5.820
2015-05-15,4.800
2015-05-16,4.030
2015-05-17,4.280
2015-05-18,7.500
2015-05-19,6.860
2015-05-20,5.530
2015-05-21,4.470
2015-05-22,3.700
2015-05-23,3.180
2015-05-24,2.820
2015-05-25,2.430
2015-05-26,2.110
2015-05-27,2.500
2015-05-28,3.050
2015-05-29,3.180
2015-05-30,2.810
2015-05-31,2.940
2015-06-01,13.200
2015-06-02,13.000
2015-06-03,8.510
2015-06-04,5.930
2015-06-05,4.780
2015-06-06,3.540
2015-06-07,2.810
2015-06-08,2.430
2015-06-09,2.130
2015-06-10,1.880
2015-06-11,1.680
2015-06-12,1.500
2015-06-13,1.380
2015-06-14,1.270
2015-06-15,1.150
2015-06-16,1.210
2015-06-17,1.130
2015-06-18,1.030
2015-06-19,0.980
2015-06-20,1.030
2015-06-21,0.932
2015-06-22,1.000
2015-06-23,0.916
2015-06-24,0.919
2015-06-25,0.906
2015-06-26,0.877
2015-06-27,0.906
2015-06-28,1.480
2015-06-29,1.720
2015-06-30,1.550
2015-07-01,1.390
2015-07-02,1.200
2015-07-03,1.070
2015-07-04,1.160
2015-07-05,0.878
2015-07-06,1.020
2015-07-07,1.490
2015-07-08,2.390
2015-07-09,2.400
2015-07-10,2.070
2015-07-11,2.390
2015-07-12,3.560
2015-07-13,3.550
2015-07-14,2.970
2015-07-15,2.360
2015-07-16,2.120
2015-07-17,2.120
2015-07-18,2.370
2015-07-19,5.780
2015-07-20,4.650
2015-07-21,3.810
2015-07-22,3.170
2015-07-23,2.650
2015-07-24,2.220
2015-07-25,1.900
2015-07-26,1.860
2015-07-27,2.250
2015-07-28,3.500
2015-07-29,2.890
2015-07-30,2.420
2015-07-31,3.070
2015-08-01,3.250
2015-08-02,2.930
2015-08-03,2.580
2015-08-04,2.500
2015-08-05,2.370
2015-08-06,3.190
2015-08-07,2.840
2015-08-08,2.580
2015-08-09,2.300
2015-08-10,2.310
2015-08-11,2.010
2015-08-12,1.800
2015-08-13,1.730
2015-08-14,3.280
2015-08-15,3.050
2015-08-16,2.610
2015-08-17,2.300
2015-08-18,2.130
2015-08-19,2.020
2015-08-20,2.050
2015-08-21,2.640
2015-08-22,3.210
2015-08-23,4.160
2015-08-24,3.810
2015-08-25,3.420
2015-08-26,3.690
2015-08-27,3.980
2015-08-28,4.450
2015-08-29,3.750
2015-08-30,3.170
2015-08-31,2.930
2015-09-01,2.690
2015-09-02,2.320
2015-09-03,1.960
2015-09-04,1.720
2015-09-05,1.530
2015-09-06,1.380
2015-09-07,1.270
2015-09-08,1.200
2015-09-09,1.170
2015-09-10,1.090
2015-09-11,1.030
2015-09-12,1.150
2015-09-13,1.130
2015-09-14,1.130
2015-09-15,1.130
2015-09-16,1.070
2015-09-17,1.450
2015-09-18,1.900
2015-09-19,1.760
2015-09-20,1.740
2015-09-21,2.960
2015-09-22,2.830
2015-09-23,2.500
2015-09-24,2.240
2015-09-25,2.070
2015-09-26,1.900
2015-09-27,1.690
2015-09-28,1.520
2015-09-29,1.380
2015-09-30,1.290
2015-10-01,1.190
2015-10-02,1.120
2015-10-03,1.070
2015-10-04,1.070
2015-10-05,1.230
2015-10-06,1.070
2015-10-07,1.100
2015-10-08,1.110
2015-10-09,1.060
2015-10-10,1.030
2015-10-11,0.990
2015-10-12,0.928
2015-10-13,0.885
2015-10-14,0.851
2015-10-15,0.819
2015-10-16,0.793
2015-10-17,0.813
2015-10-18,0.874
2015-10-19,0.864
2015-10-20,1.200
2015-10-21,2.070
2015-10-22,1.810
2015-10-23,1.910
2015-10-24,4.240
2015-10-25,3.990
2015-10-26,3.130
2015-10-27,2.560
2015-10-28,2.820
2015-10-29,3.850
2015-10-30,3.770
2015-10-31,4.220
2015-11-01,3.960
2015-11-02,3.520
2015-11-03,3.170
2015-11-04,3.150
2015-11-05,3.360
2015-11-06,4.170
2015-11-07,9.230
2015-11-08,19.800
2015-11-09,31.500
2015-11-10,29.300
2015-11-11,46.400
2015-11-12,30.900
2015-11-13,18.600
2015-11-14,27.700
2015-11-15,75.100
2015-11-16,37.500
2015-11-17,19.600
2015-11-18,26.200
2015-11-19,18.700
2015-11-20,12.400
2015-11-21,8.590
2015-11-22,6.330
2015-11-23,6.470
2015-11-24,8.690
2015-11-25,7.450
2015-11-26,6.470
2015-11-27,9.390
2015-11-28,14.600
2015-11-29,13.500
2015-11-30,12.400
2015-12-01,12.100
2015-12-02,16.400
2015-12-03,29.500
2015-12-04,34.100
2015-12-05,126.000
2015-12-06,46.400
2015-12-07,21.700
2015-12-08,14.100
2015-12-09,22.100
2015-12-10,24.300
2015-12-11,15.500
2015-12-12,12.800
2015-12-13,9.020
2015-12-14,7.400
2015-12-15,6.180
2015-12-16,6.150
2015-12-17,7.130
2015-12-18,8.590
2015-12-19,27.900
2015-12-20,39.500
2015-12-21,35.700
2015-12-22,34.600
2015-12-23,21.200
2015-12-24,19.900
2015-12-25,14.100
2015-12-26,27.100
2015-12-27,21.500
2015-12-28,13.000
2015-12-29,13.400
2015-12-30,33.700
2015-12-31,24.600
