date,rainfall_mm
2013-04-28,5.800
2013-04-29,0.600
2013-04-30,0.000
2013-05-01,0.400
2013-05-02,0.100
2013-05-03,15.400
2013-05-04,1.000
2013-05-05,1.600
2013-05-06,0.000
2013-05-07,1.600
2013-05-08,2.500
2013-05-09,15.200
2013-05-10,11.200
2013-05-11,10.200
2013-05-12,11.200
2013-05-13,3.000
2013-05-14,0.000
2013-05-15,1.600
2013-05-16,1.600
2013-05-17,15.100
2013-05-18,16.000
2013-05-19,3.600
2013-05-20,0.000
2013-05-21,0.000
2013-05-22,0.200
2013-05-23,2.300
2013-05-24,0.500
2013-05-25,0.000
2013-05-26,5.700
2013-05-27,22.700
2013-05-28,5.900
2013-05-29,0.300
2013-05-30,0.000
2013-05-31,0.000
2013-06-01,0.000
2013-06-02,0.000
2013-06-03,0.000
2013-06-04,0.000
2013-06-05,0.000
2013-06-06,0.000
2013-06-07,0.000
2013-06-08,0.000
2013-06-09,0.000
2013-06-10,0.100
2013-06-11,6.400
2013-06-12,9.100
2013-06-13,0.800
2013-06-14,10.800
2013-06-15,9.000
2013-06-16,0.800
2013-06-17,0.000
2013-06-18,0.000
2013-06-19,0.000
2013-06-20,5.900
2013-06-21,8.700
2013-06-22,12.300
2013-06-23,0.500
2013-06-24,0.000
2013-06-25,0.000
2013-06-26,0.000
2013-06-27,16.500
2013-06-28,9.700
2013-06-29,0.100
2013-06-30,2.300
2013-07-01,0.800
2013-07-02,11.000
2013-07-03,5.300
2013-07-04,0.500
2013-07-05,0.000
2013-07-06,0.000
2013-07-07,0.000
2013-07-08,0.000
2013-07-09,0.000
2013-07-10,0.000
2013-07-11,0.000
2013-07-12,0.000
2013-07-13,0.000
2013-07-14,0.000
2013-07-15,0.000
2013-07-16,0.000
2013-07-17,0.000
2013-07-18,0.000
2013-07-19,0.000
2013-07-20,0.000
2013-07-21,0.000
2013-07-22,8.000
2013-07-23,5.400
2013-07-24,15.900
2013-07-25,2.500
2013-07-26,0.000
2013-07-27,36.900
2013-07-28,31.500
2013-07-29,3.700
2013-07-30,6.500
2013-07-31,33.100
2013-08-01,5.600
2013-08-02,0.800
2013-08-03,4.600
2013-08-04,62.100
2013-08-05,6.800
2013-08-06,0.100
2013-08-07,0.000
2013-08-08,12.100
2013-08-09,0.200
2013-08-10,3.200
2013-08-11,8.200
2013-08-12,1.100
2013-08-13,0.100
2013-08-14,13.700
2013-08-15,34.400
2013-08-16,3.300
2013-08-17,38.300
2013-08-18,0.400
2013-08-19,0.100
2013-08-20,7.600
2013-08-21,1.200
2013-08-22,0.300
2013-08-23,1.900
2013-08-24,0.000
2013-08-25,0.000
2013-08-26,0.000
2013-08-27,0.000
2013-08-28,0.100
2013-08-29,0.100
2013-08-30,3.200
2013-08-31,1.400
2013-09-01,0.400
2013-09-02,0.000
2013-09-03,0.000
2013-09-04,0.000
2013-09-05,0.500
2013-09-06,25.000
2013-09-07,12.100
2013-09-08,14.100
2013-09-09,2.100
2013-09-10,0.000
2013-09-11,8.000
2013-09-12,8.000
2013-09-13,2.700
2013-09-14,5.800
2013-09-15,42.500
2013-09-16,19.600
2013-09-17,7.000
2013-09-18,5.200
2013-09-19,4.600
2013-09-20,0.100
2013-09-21,0.100
2013-09-22,0.000
2013-09-23,0.200
2013-09-24,0.000
2013-09-25,0.000
2013-09-26,0.400
2013-09-27,0.000
2013-09-28,0.000
2013-09-29,0.000
2013-09-30,0.000
2013-10-01,3.200
2013-10-02,9.600
2013-10-03,19.200
2013-10-04,4.300
2013-10-05,0.500
2013-10-06,15.600
2013-10-07,12.600
2013-10-08,0.800
2013-10-09,1.400
2013-10-10,0.000
2013-10-11,0.000
2013-10-12,0.000
2013-10-13,0.700
2013-10-14,0.200
2013-10-15,0.000
2013-10-16,10.700
2013-10-17,0.000
2013-10-18,8.000
2013-10-19,14.400
2013-10-20,11.400
2013-10-21,47.000
2013-10-22,22.800
2013-10-23,5.700
2013-10-24,6.800
2013-10-25,5.400
2013-10-26,29.600
2013-10-27,8.300
2013-10-28,4.800
2013-10-29,9.700
2013-10-30,21.200
2013-10-31,1.500
2013-11-01,0.000
2013-11-02,29.400
2013-11-03,2.800
2013-11-04,6.600
2013-11-05,2.500
2013-11-06,4.900
2013-11-07,0.300
2013-11-08,9.400
2013-11-09,4.700
2013-11-10,4.200
2013-11-11,2.300
2013-11-12,0.000
2013-11-13,15.600
2013-11-14,0.400
2013-11-15,0.000
2013-11-16,1.300
2013-11-17,32.400
2013-11-18,1.600
2013-11-19,14.800
2013-11-20,0.500
2013-11-21,0.200
2013-11-22,0.000
2013-11-23,0.300
2013-11-24,0.000
2013-11-25,0.200
2013-11-26,1.400
2013-11-27,0.000
2013-11-28,4.100
2013-11-29,0.100
2013-11-30,1.400
2013-12-01,0.100
2013-12-02,0.000
2013-12-03,5.800
2013-12-04,1.200
2013-12-05,5.600
2013-12-06,8.300
2013-12-07,6.900
2013-12-08,9.200
2013-12-09,0.100
2013-12-10,0.000
2013-12-11,2.900
2013-12-12,14.200
2013-12-13,4.900
2013-12-14,35.800
2013-12-15,22.200
2013-12-16,0.100
2013-12-17,8.600
2013-12-18,23.200
2013-12-19,5.100
2013-12-20,41.500
2013-12-21,31.100
2013-12-22,4.300
2013-12-23,60.800
2013-12-24,6.800
2013-12-25,0.900
2013-12-26,15.700
2013-12-27,3.700
2013-12-28,0.000
2013-12-29,51.400
2013-12-30,19.900
2013-12-31,17.800
2014-01-01,22.800
2014-01-02,9.700
2014-01-03,4.500
2014-01-04,5.200
2014-01-05,14.700
2014-01-06,12.400
2014-01-07,3.400
2014-01-08,8.100
2014-01-09,0.900
2014-01-10,18.700
2014-01-11,0.200
2014-01-12,10.300
2014-01-13,12.200
2014-01-14,20.600
2014-01-15,13.200
2014-01-16,2.100
2014-01-17,7.800
2014-01-18,10.800
2014-01-19,1.100
2014-01-20,0.200
2014-01-21,18.400
2014-01-22,15.000
2014-01-23,3.800
2014-01-24,2.600
2014-01-25,15.400
2014-01-26,18.600
2014-01-27,15.300
2014-01-28,6.600
2014-01-29,0.300
2014-01-30,0.000
2014-01-31,18.300
2014-02-01,22.200
2014-02-02,0.900
2014-02-03,6.700
2014-02-04,10.600
2014-02-05,18.000
2014-02-06,0.700
2014-02-07,17.600
2014-02-08,29.700
2014-02-09,1.500
2014-02-10,4.900
2014-02-11,1.400
2014-02-12,31.600
2014-02-13,6.800
2014-02-14,26.300
2014-02-15,12.800
2014-02-16,0.400
2014-02-17,12.300
2014-02-18,13.700
2014-02-19,14.200
2014-02-20,10.400
2014-02-21,11.800
2014-02-22,22.900
2014-02-23,38.100
2014-02-24,7.600
2014-02-25,7.800
2014-02-26,28.400
2014-02-27,2.400
2014-02-28,1.700
2014-03-01,15.800
2014-03-02,13.100
2014-03-03,0.000
2014-03-04,0.000
2014-03-05,6.200
2014-03-06,69.600
2014-03-07,0.000
2014-03-08,0.000
2014-03-09,3.400
2014-03-10,0.100
2014-03-11,0.000
2014-03-12,0.100
2014-03-13,0.000
2014-03-14,0.400
2014-03-15,0.000
2014-03-16,0.200
2014-03-17,5.700
2014-03-18,7.300
2014-03-19,0.000
2014-03-20,25.600
2014-03-21,14.700
2014-03-22,6.900
2014-03-23,0.100
2014-03-24,3.300
2014-03-25,0.600
2014-03-26,0.300
2014-03-27,5.900
2014-03-28,1.900
2014-03-29,0.000
2014-03-30,0.000
2014-03-31,7.600
2014-04-01,0.000
2014-04-02,2.000
2014-04-03,6.900
2014-04-04,0.800
2014-04-05,29.400
2014-04-06,15.500
2014-04-07,9.500
2014-04-08,3.100
2014-04-09,1.200
2014-04-10,2.300
2014-04-11,0.000
2014-04-12,0.600
2014-04-13,0.800
2014-04-14,0.000
2014-04-15,0.000
2014-04-16,0.700
2014-04-17,0.000
2014-04-18,0.000
2014-04-19,0.000
2014-04-20,0.000
2014-04-21,0.100
2014-04-22,2.100
2014-04-23,2.600
2014-04-24,0.300
2014-04-25,5.800
2014-04-26,0.700
2014-04-27,1.100
2014-04-28,0.000
2014-04-29,0.000
2014-04-30,8.500
2014-05-01,0.400
2014-05-02,0.000
2014-05-03,3.700
2014-05-04,1.000
2014-05-05,6.900
2014-05-06,5.700
2014-05-07,12.200
2014-05-08,9.600
2014-05-09,15.300
2014-05-10,6.500
2014-05-11,8.100
2014-05-12,0.500
2014-05-13,0.000
2014-05-14,0.900
2014-05-15,0.000
2014-05-16,0.000
2014-05-17,0.000
2014-05-18,0.500
2014-05-19,8.000
2014-05-20,4.600
2014-05-21,0.000
2014-05-22,0.800
2014-05-23,0.800
2014-05-24,2.000
2014-05-25,6.900
2014-05-26,0.200
2014-05-27,0.100
2014-05-28,7.300
2014-05-29,0.000
2014-05-30,0.000
2014-05-31,0.000
2014-06-01,3.600
2014-06-02,1.200
2014-06-03,0.000
2014-06-04,12.100
2014-06-05,0.000
2014-06-06,0.000
2014-06-07,7.200
2014-06-08,0.100
2014-06-09,10.700
2014-06-10,3.200
2014-06-11,0.000
2014-06-12,0.000
2014-06-13,0.000
2014-06-14,0.100
2014-06-15,0.100
2014-06-16,0.000
2014-06-17,0.000
2014-06-18,0.000
2014-06-19,0.000
2014-06-20,0.000
2014-06-21,0.000
2014-06-22,0.000
2014-06-23,0.000
2014-06-24,3.000
2014-06-25,1.300
2014-06-26,0.000
2014-06-27,0.000
2014-06-28,0.000
2014-06-29,0.000
2014-06-30,0.000
2014-07-01,0.000
2014-07-02,5.800
2014-07-03,17.000
2014-07-04,44.400
2014-07-05,0.000
2014-07-06,1.200
2014-07-07,2.900
2014-07-08,0.200
2014-07-09,0.000
2014-07-10,0.000
2014-07-11,0.000
2014-07-12,8.900
2014-07-13,0.300
2014-07-14,10.900
2014-07-15,0.700
2014-07-16,16.400
2014-07-17,0.000
2014-07-18,0.100
2014-07-19,5.000
2014-07-20,0.000
2014-07-21,0.000
2014-07-22,0.000
2014-07-23,0.000
2014-07-24,0.000
2014-07-25,0.000
2014-07-26,6.800
2014-07-27,3.800
2014-07-28,0.500
2014-07-29,2.000
2014-07-30,6.400
2014-07-31,1.900
2014-08-01,7.800
2014-08-02,16.000
2014-08-03,9.600
2014-08-04,0.000
2014-08-05,16.900
2014-08-06,0.500
2014-08-07,0.000
2014-08-08,7.400
2014-08-09,6.800
2014-08-10,30.900
2014-08-11,7.000
2014-08-12,20.000
2014-08-13,4.400
2014-08-14,3.100
2014-08-15,0.300
2014-08-16,19.300
2014-08-17,9.300
2014-08-18,4.100
2014-08-19,0.000
2014-08-20,4.300
2014-08-21,8.100
2014-08-22,0.100
2014-08-23,0.400
2014-08-24,0.100
2014-08-25,0.000
2014-08-26,0.000
2014-08-27,1.500
2014-08-28,29.500
2014-08-29,1.200
2014-08-30,0.000
2014-08-31,4.500
2014-09-01,0.000
2014-09-02,0.000
2014-09-03,0.000
2014-09-04,0.000
2014-09-05,2.300
2014-09-06,0.000
2014-09-07,0.000
2014-09-08,0.000
2014-09-09,0.000
2014-09-10,0.000
2014-09-11,0.000
2014-09-12,0.000
2014-09-13,0.000
2014-09-14,0.000
2014-09-15,0.100
2014-09-16,0.000
2014-09-17,0.000
2014-09-18,0.000
2014-09-19,0.000
2014-09-20,0.000
2014-09-21,0.000
2014-09-22,0.600
2014-09-23,14.500
2014-09-24,1.100
2014-09-25,5.000
2014-09-26,0.000
2014-09-27,0.000
2014-09-28,0.000
2014-09-29,0.000
2014-09-30,5.100
2014-10-01,3.800
2014-10-02,0.000
2014-10-03,95.400
2014-10-04,2.500
2014-10-05,31.000
2014-10-06,4.100
2014-10-07,9.500
2014-10-08,24.800
2014-10-09,18.500
2014-10-10,12.000
2014-10-11,1.100
2014-10-12,0.100
2014-10-13,0.000
2014-10-14,0.000
2014-10-15,4.300
2014-10-16,7.500
2014-10-17,19.900
2014-10-18,1.800
2014-10-19,10.500
2014-10-20,32.700
2014-10-21,0.800
2014-10-22,4.000
2014-10-23,4.800
2014-10-24,3.500
2014-10-25,3.300
2014-10-26,10.000
2014-10-27,13.400
2014-10-28,26.100
2014-10-29,3.500
2014-10-30,1.400
2014-10-31,13.700
2014-11-01,24.600
2014-11-02,27.800
2014-11-03,20.500
2014-11-04,11.800
2014-11-05,0.700
2014-11-06,29.500
2014-11-07,3.900
2014-11-08,13.800
2014-11-09,0.500
2014-11-10,3.200
2014-11-11,6.700
2014-11-12,4.100
2014-11-13,7.700
2014-11-14,9.700
2014-11-15,0.000
2014-11-16,4.300
2014-11-17,0.200
2014-11-18,0.000
2014-11-19,0.000
2014-11-20,0.200
2014-11-21,5.700
2014-11-22,6.000
2014-11-23,0.000
2014-11-24,0.000
2014-11-25,0.200
2014-11-26,0.100
2014-11-27,0.100
2014-11-28,0.000
2014-11-29,1.300
2014-11-30,0.100
2014-12-01,2.700
2014-12-02,0.000
2014-12-03,0.100
2014-12-04,0.000
2014-12-05,2.200
2014-12-06,31.700
2014-12-07,5.100
2014-12-08,1.200
2014-12-09,28.800
2014-12-10,4.700
2014-12-11,1.100
2014-12-12,3.200
2014-12-13,10.500
2014-12-14,14.700
2014-12-15,2.500
2014-12-16,15.300
2014-12-17,11.400
2014-12-18,11.400
2014-12-19,5.300
2014-12-20,5.000
2014-12-21,19.100
2014-12-22,32.700
2014-12-23,27.600
2014-12-24,3.700
2014-12-25,2.900
2014-12-26,2.500
2014-12-27,0.100
2014-12-28,0.100
2014-12-29,0.200
2014-12-30,0.000
2014-12-31,22.400
2015-01-01,28.400
2015-01-02,4.500
2015-01-03,0.800
2015-01-04,1.000
2015-01-05,16.800
2015-01-06,10.300
2015-01-07,47.300
2015-01-08,11.200
2015-01-09,35.700
2015-01-10,2.400
2015-01-11,22.200
2015-01-12,2.500
2015-01-13,0.200
2015-01-14,37.000
2015-01-15,10.000
2015-01-16,5.900
2015-01-17,4.700
2015-01-18,2.400
2015-01-19,0.700
2015-01-20,0.400
2015-01-21,0.200
2015-01-22,0.200
2015-01-23,23.400
2015-01-24,0.000
2015-01-25,15.500
2015-01-26,3.300
2015-01-27,22.800
2015-01-28,6.900
2015-01-29,3.900
2015-01-30,3.000
2015-01-31,0.200
2015-02-01,0.000
2015-02-02,0.000
2015-02-03,0.100
2015-02-04,0.000
2015-02-05,0.000
2015-02-06,0.000
2015-02-07,0.000
2015-02-08,0.300
2015-02-09,0.000
2015-02-10,0.000
2015-02-11,2.000
2015-02-12,0.300
2015-02-13,6.400
2015-02-14,0.100
2015-02-15,15.800
2015-02-16,0.000
2015-02-17,3.600
2015-02-18,28.000
2015-02-19,1.600
2015-02-20,1.400
2015-02-21,3.400
2015-02-22,20.900
2015-02-23,8.900
2015-02-24,10.100
2015-02-25,38.800
2015-02-26,0.000
2015-02-27,14.600
2015-02-28,14.000
2015-03-01,2.200
2015-03-02,3.000
2015-03-03,2.800
2015-03-04,0.000
2015-03-05,0.200
2015-03-06,12.700
2015-03-07,20.500
2015-03-08,0.000
2015-03-09,8.700
2015-03-10,0.000
2015-03-11,14.400
2015-03-12,41.100
2015-03-13,0.000
2015-03-14,0.000
2015-03-15,0.000
2015-03-16,0.000
2015-03-17,0.000
2015-03-18,0.000
2015-03-19,0.100
2015-03-20,0.100
2015-03-21,0.000
2015-03-22,2.400
2015-03-23,0.100
2015-03-24,0.400
2015-03-25,8.800
2015-03-26,0.200
2015-03-27,16.300
2015-03-28,16.500
2015-03-29,4.400
2015-03-30,27.800
2015-03-31,7.300
2015-04-01,4.000
2015-04-02,2.000
2015-04-03,3.100
2015-04-04,0.100
2015-04-05,0.100
2015-04-06,0.000
2015-04-07,0.000
2015-04-08,0.000
2015-04-09,0.000
2015-04-10,9.400
2015-04-11,9.900
2015-04-12,12.300
2015-04-13,0.200
2015-04-14,4.200
2015-04-15,0.800
2015-04-16,0.000
2015-04-17,0.000
2015-04-18,0.000
2015-04-19,0.900
2015-04-20,0.000
2015-04-21,0.000
2015-04-22,0.000
2015-04-23,0.000
2015-04-24,5.500
2015-04-25,1.300
2015-04-26,0.100
2015-04-27,7.600
2015-04-28,18.400
2015-04-29,9.900
2015-04-30,0.900
2015-05-01,0.000
2015-05-02,11.700
2015-05-03,3.300
2015-05-04,8.500
2015-05-05,22.300
2015-05-06,5.800
2015-05-07,0.000
2015-05-08,27.900
2015-05-09,0.600
2015-05-10,32.800
2015-05-11,2.500
2015-05-12,2.000
2015-05-13,0.000
2015-05-14,0.000
2015-05-15,9.600
2015-05-16,0.000
2015-05-17,29.800
2015-05-18,6.800
2015-05-19,0.900
2015-05-20,0.100
2015-05-21,1.000
2015-05-22,0.400
2015-05-23,5.000
2015-05-24,0.100
2015-05-25,0.000
2015-05-26,0.000
2015-05-27,20.600
2015-05-28,7.900
2015-05-29,0.100
2015-05-30,8.900
2015-05-31,4.000
2015-06-01,39.000
2015-06-02,1.200
2015-06-03,0.000
2015-06-04,0.000
2015-06-05,2.200
2015-06-06,0.100
2015-06-07,0.000
2015-06-08,0.000
2015-06-09,0.000
2015-06-10,0.000
2015-06-11,0.000
2015-06-12,0.000
2015-06-13,0.000
2015-06-14,0.000
2015-06-15,0.000
2015-06-16,6.400
2015-06-17,2.000
2015-06-18,0.200
2015-06-19,3.100
2015-06-20,1.400
2015-06-21,7.200
2015-06-22,0.100
2015-06-23,0.000
2015-06-24,0.400
2015-06-25,3.200
2015-06-26,0.700
2015-06-27,15.700
2015-06-28,1.300
2015-06-29,0.000
2015-06-30,0.000
2015-07-01,2.600
2015-07-02,1.000
2015-07-03,16.000
2015-07-04,0.000
2015-07-05,3.200
2015-07-06,15.300
2015-07-07,11.000
2015-07-08,1.800
2015-07-09,0.400
2015-07-10,4.400
2015-07-11,15.200
2015-07-12,4.100
2015-07-13,1.700
2015-07-14,0.000
2015-07-15,0.000
2015-07-16,7.200
2015-07-17,0.000
2015-07-18,26.900
2015-07-19,0.800
2015-07-20,4.900
2015-07-21,1.400
2015-07-22,0.300
2015-07-23,0.300
2015-07-24,0.000
2015-07-25,0.000
2015-07-26,7.100
2015-07-27,12.800
2015-07-28,5.000
2015-07-29,0.400
2015-07-30,1.900
2015-07-31,14.200
2015-08-01,1.200
2015-08-02,1.500
2015-08-03,6.300
2015-08-04,4.100
2015-08-05,14.800
2015-08-06,0.000
2015-08-07,0.000
2015-08-08,5.300
2015-08-09,4.200
2015-08-10,2.100
2015-08-11,0.000
2015-08-12,0.000
2015-08-13,18.200
2015-08-14,9.500
2015-08-15,0.100
2015-08-16,0.200
2015-08-17,0.000
2015-08-18,0.300
2015-08-19,8.300
2015-08-20,10.700
2015-08-21,5.600
2015-08-22,13.300
2015-08-23,11.400
2015-08-24,0.100
2015-08-25,13.800
2015-08-26,4.500
2015-08-27,7.600
2015-08-28,2.100
2015-08-29,0.400
2015-08-30,0.000
2015-08-31,1.800
2015-09-01,1.400
2015-09-02,0.100
2015-09-03,0.000
2015-09-04,0.900
2015-09-05,0.000
2015-09-06,0.000
2015-09-07,0.100
2015-09-08,0.000
2015-09-09,0.000
2015-09-10,0.000
2015-09-11,11.500
2015-09-12,9.400
2015-09-13,0.000
2015-09-14,0.600
2015-09-15,0.200
2015-09-16,0.000
2015-09-17,17.700
2015-09-18,0.000
2015-09-19,0.000
2015-09-20,23.100
2015-09-21,2.900
2015-09-22,0.000
2015-09-23,5.300
2015-09-24,5.400
2015-09-25,0.100
2015-09-26,0.100
2015-09-27,0.000
2015-09-28,0.100
2015-09-29,0.100
2015-09-30,0.000
2015-10-01,0.000
2015-10-02,0.000
2015-10-03,0.000
2015-10-04,0.300
2015-10-05,11.700
2015-10-06,0.600
2015-10-07,0.500
2015-10-08,0.100
2015-10-09,0.100
2015-10-10,0.000
2015-10-11,1.100
2015-10-12,0.100
2015-10-13,0.000
2015-10-14,0.000
2015-10-15,0.000
2015-10-16,0.100
2015-10-17,0.000
2015-10-18,0.600
2015-10-19,3.700
2015-10-20,22.600
2015-10-21,3.600
2015-10-22,0.100
2015-10-23,15.600
2015-10-24,4.800
2015-10-25,0.200
2015-10-26,0.000
2015-10-27,7.100
2015-10-28,12.600
2015-10-29,4.400
2015-10-30,6.700
2015-10-31,3.000
2015-11-01,0.300
2015-11-02,0.300
2015-11-03,5.400
2015-11-04,0.900
2015-11-05,9.400
2015-11-06,11.700
2015-11-07,13.500
2015-11-08,46.500
2015-11-09,29.500
2015-11-10,28.800
2015-11-11,20.800
2015-11-12,17.100
2015-11-13,1.500
2015-11-14,82.100
2015-11-15,26.800
2015-11-16,0.800
2015-11-17,23.000
2015-11-18,19.100
2015-11-19,3.800
2015-11-20,6.100
2015-11-21,1.400
2015-11-22,0.100
2015-11-23,17.900
2015-11-24,10.200
2015-11-25,0.300
2015-11-26,6.800
2015-11-27,18.600
2015-11-28,22.200
2015-11-29,8.700
2015-11-30,14.900
2015-12-01,16.900
2015-12-02,6.300
2015-12-03,42.600
2015-12-04,64.000
2015-12-05,72.100
2015-12-06,0.900
2015-12-07,5.000
2015-12-08,21.000
2015-12-09,30.100
2015-12-10,4.700
2015-12-11,2.300
2015-12-12,12.600
2015-12-13,2.200
2015-12-14,0.300
2015-12-15,4.800
2015-12-16,8.500
2015-12-17,3.200
2015-12-18,28.300
2015-12-19,45.200
2015-12-20,20.800
2015-12-21,46.500
2015-12-22,3.700
2015-12-23,22.200
2015-12-24,1.300
2015-12-25,23.700
2015-12-26,29.300
2015-12-27,0.800
2015-12-28,9.100
2015-12-29,36.600
2015-12-30,13.700
2015-12-31,19.500
